id,username,text,likes,retweets,replies,total_interactions,post_date_iso,text_length,word_count,sentiment_label,link,hashtag,date,content,interactions
18.0,Kmiecik_Maciej,"Jeśli jeszcze ktoś ma wątpliwości, że Izba Kontroli Nadzwyczajnej i Spraw Publicznych SN nie jest sądem, to proszę. 60 sekund na rozpatrzenie protestu wyborczego to według niej wystarczająca ilość czasu. Dramat... #PoliczmyGłosy #PrzeliczmyGlosy #AplikacjaMateckiego",2,84,10,96.0,10-06-25,266.0,34.0,,https://nitter.net/Kmiecik_Maciej/status/1932397192314016247#m,,,,
24.0,WJ_Zablocki,"Po 4 miesiącach czekania, już po wyborach, otrzymaliśmy odp. w sprawie delegacji służbowych @trzaskowski_ odbywanych w czasie ""prekampanii"" wyborczej, do 11 lutego br. Na info o wycieczkach prezydenta Warszawy na koszt podatnika w czasie dalszego etapu kampanii wyborczej jeszcze poczekamy. Czekamy też na raport o korzyściach dla Warszawy z odbywanych wyjazdów,szczególnie tych z wiecami wyborczymi organizowanymi w godzinach pracy prezydenta miasta #Wybory2025 @warszawskipis @DamAKowalczyk",0,4,0,4.0,10-06-25,492.0,64.0,,https://nitter.net/WJ_Zablocki/status/1932409716467995013#m,,,,
26.0,wPolityce_pl,"Jeśli był tak wspaniały, to czemu przegrał? Michnik: To, co mówił Trzaskowski, to było skrzyżowanie Alberta Einsteina z Platonem. WIDEO wpolityce.pl/polityka/732027…",2,2,1,5.0,10-06-25,165.0,21.0,,https://nitter.net/wPolityce_pl/status/1932407434972385790#m,,,,
27.0,nikodem_wajda,"W kraju też pierwszą wygrał Trzaskowski, co to za argument?",0,0,0,0.0,10-06-25,59.0,10.0,,https://nitter.net/nikodem_wajda/status/1932412017639367033#m,,,,
28.0,michalluso,"Skoro chcesz mózgu iść w tematykę, że izba nielegalna, a więc nie można odebrać przysięgi od prezydenta (co nie jest prawdą), to po co legitymizował proces wyborczy Trzaskowski - skoro według Twojej pseudo logiki - również nie mógłby być zaprzysiężonym? :)))))",0,0,0,0.0,10-06-25,260.0,41.0,,https://nitter.net/michalluso/status/1932412002107871475#m,,,,
30.0,JacekMaszt23456,Tak była ważna że ja zjebał,0,0,0,0.0,10-06-25,27.0,6.0,,https://nitter.net/JacekMaszt23456/status/1932411971816587702#m,,,,
31.0,BuszNetpl,Taa... na Kasztance od razu... XD,0,0,0,0.0,10-06-25,33.0,6.0,,https://nitter.net/BuszNetpl/status/1932411949054361769#m,,,,
32.0,RomekJ213966,Michnik: Trzaskowski to skrzyżowanie Einsteina z Platonem wpolityce.pl/polityka/732027… Zeby Glupota Unosila sie w Powierzu to wy Nigdy nie dotknelibyscie Ziemi Tylko Byliscie w Galaktyce miedzy Gwiazdami jako Czarne Dziury,0,0,0,0.0,10-06-25,223.0,29.0,,https://nitter.net/RomekJ213966/status/1932413338778042603#m,,,,
33.0,KZubryk,Trzaskowski mówił prawdę że nie ma Zielonego Ładu...🤣🤣🤣 Tylko chyba on o tym jeszcze nie wiedział.,0,0,0,0.0,10-06-25,98.0,16.0,,https://nitter.net/KZubryk/status/1932413337452875836#m,,,,
94.0,mjmks77,Jaka bylaby reakcja gdyby Trzaskowski wygrał??O sfalszowanych wyborach pis trąbił by i wył wszedzie gdzie sie da.Czemu wy wszyscy jestescie tak zaklamani.,0,0,0,0.0,10-06-25,154.0,22.0,,https://nitter.net/mjmks77/status/1932413454519804118#m,,,,
125.0,Bogdan_Blocki,"Zamiast walczyć o ponowne przeliczenie głosów wobec niebywałej skali fałszerstw i przekrętów, to Pan zachowuje się jak kastrat! Jedyny poseł Giertych wspiera Pańskich zawiedzionych wyborców w dążeniu do ponownego przeliczenia głosów. Wstyd mi za Pana, nie ma Pan honoru!",0,1,0,1.0,10-06-25,270.0,39.0,,https://nitter.net/Bogdan_Blocki/status/1932384656822866328#m,,,,
179.0,DS714926386,"Nie będę tego żałował do końca życia betonie 🙂 Trzaskowski ze swoją tęczą siedzi w tym jebanym słoikowie i tam niech urządza życie kretynom, którzy go wybrali 🙂",0,0,0,0.0,10-06-25,160.0,28.0,,https://nitter.net/DS714926386/status/1932413658333667657#m,,,,
180.0,jonski_m,Mam 50 lat. Dwie dorosłe córki co głosowały na @trzaskowski_ Jak i ja z Żoną. Obie z paszportami i chęcią wyjazdu z Polski. Szczerze mówiąc mnie to już jebie czy będzie powtórka liczenia czy powtórne wybory. Rząd ma wyjebane a mnie już się nie chce.,0,0,0,0.0,10-06-25,249.0,45.0,,https://nitter.net/jonski_m/status/1932413641019490688#m,,,,
284.0,WaclawJan,Pytacie dlaczego Trzaskowski przegrał #WyboryPrezydenckie ? Między innymi dlatego. 👇 ...,1,24,6,31.0,10-06-25,88.0,11.0,,https://nitter.net/WaclawJan/status/1932349179466019127#m,,,,
310.0,BPluszynska,"Łezka w oczach: mogło być pięknie,mogła być nadzieja dla naszych dzieci i wnuków.Dziekujemy wszyscy Rafałowi, dziękujemy Oldze.",0,0,0,0.0,10-06-25,127.0,17.0,,https://nitter.net/BPluszynska/status/1932413936298529250#m,,,,
312.0,Zibi696969,"Czyli Trzaskowski miał racje, bo sam mówił, że w Polsce nie ma już zielonego ładu😁",0,0,0,0.0,10-06-25,82.0,15.0,,https://nitter.net/Zibi696969/status/1932413919479660762#m,,,,
313.0,blazej_61,"I gościu wykreował typa, z którym przegrał @trzaskowski",0,0,0,0.0,10-06-25,55.0,8.0,,https://nitter.net/blazej_61/status/1932413901972623414#m,,,,
401.0,SaintMartinPe,Popierasz Trzaskowskiego ? Trzaskowski popiera dzieciobójstwo (aborcja) czyli hipokryzja względem nauk Jezusa . Zanim komuś wytkniesz coś zobacz najpierw sam na siebie . Ps. Nie popieram tego co robi ta atencjuszka .,0,0,0,0.0,10-06-25,216.0,32.0,,https://nitter.net/SaintMartinPe/status/1932414080221946283#m,,,,
430.0,DominoSabazius,"yeah, he might not be as bad as trzaskowski but he still is not what should be.",0,0,0,0.0,10-06-25,79.0,17.0,,https://nitter.net/DominoSabazius/status/1932414142901637198#m,,,,
431.0,MarekBrzeg,"Dziennikarz: - Dlaczego Wasz kandydat, R. Trzaskowski, przegrał wybory? Był słabszy? Poseł K.13.grudnia: - Nie był słabszy. Przegrał przez... D. Tuska! Dziennikarz: - Czy to znaczy, że D. Tusk nie ma społecznego poparcia? Poseł: - Ależ nie! Ma poparcie. Pokażemy do w sejmie! 😆",0,0,0,0.0,10-06-25,277.0,44.0,,https://nitter.net/MarekBrzeg/status/1932414131941806425#m,,,,
459.0,MarekBrzeg,"Dziennikarz: - Dlaczego Wasz kandydat, R. Trzaskowski, przegrał wybory? Był słabszy? Poseł K.13.grudnia: - Nie był słabszy. Przegrał przez... D. Tuska! Dziennikarz: - Czy to znaczy, że D. Tusk nie ma społecznego poparcia? Poseł: - Ależ nie! Ma poparcie. Pokażemy to w sejmie! 😆",0,0,0,0.0,10-06-25,277.0,44.0,,https://nitter.net/MarekBrzeg/status/1932414238804385854#m,,,,
462.0,usmiechniety57,Jak trzaskowski podda się badaniom na narkotyki w organizmie to pomylimy. Ćpun nie może zostać prezydentem,0,0,0,0.0,10-06-25,106.0,16.0,,https://nitter.net/usmiechniety57/status/1932414181720146284#m,,,,
506.0,Adam_11S,"Spoko, tylko Trzaskowski w ponownych wyborach co też nie powinien startować. Jego kampania, skierowana przeciwko innym kandydatom była finansowana z zagranicznych środków. Na kogo w takim razie zagłosujemy, jeśli oboje odpadną?",0,0,0,0.0,10-06-25,227.0,31.0,,https://nitter.net/Adam_11S/status/1932413621575004420#m,,,,
508.0,Bartosz_Olowski,Prośba o RT,0,0,0,0.0,10-06-25,11.0,3.0,,https://nitter.net/Bartosz_Olowski/status/1932413535021043900#m,,,,
517.0,AdamKAS7,Ile pieniędzy sztab @trzaskowski_ zapłacił jej za niszczenie Karola Nawrockiego? niezalezna.pl/polska/sad-kan…,1,23,1,25.0,10-06-25,110.0,11.0,,https://nitter.net/AdamKAS7/status/1932391085944267178#m,,,,
518.0,manyhrs,Trzaskowski mówił że nie ma już zielonego ładu.... Kłamał ?,0,0,0,0.0,10-06-25,59.0,10.0,,https://nitter.net/manyhrs/status/1932412780428365927#m,,,,
576.0,gosik31511,Ale jak przeszły Nawrockiego na Trzaskowskiego to jest ok,0,0,0,0.0,10-06-25,57.0,9.0,,https://nitter.net/gosik31511/status/1932414461005980111#m,,,,
577.0,Kinga8293128676,"Tego nie wiedzialam, czytalam ze jego ojciec byl nazista, sluzyl w wojsku, grok podaje ze byl w niewoli radzieckiej, ciekawe jest wyczyszczenie internetu o jego rodzinie",0,0,0,0.0,10-06-25,169.0,26.0,,https://nitter.net/Kinga8293128676/status/1932414449941389458#m,,,,
578.0,pawel_bialas,"Pobył se prezydentem przez 2 godziny, Gocha też. Być może stwierdzili, że to dupy nie urywa... xdd",0,0,0,0.0,10-06-25,98.0,17.0,,https://nitter.net/pawel_bialas/status/1932414440609395001#m,,,,
579.0,Pani_Scarlett,"Dokładnie! Dlatego oddajcie te 90 tysięcy głosów, które Trzaskowski ukradł Nawrockiemu w drugiej turze!",0,9,2,11.0,10-06-25,103.0,14.0,,https://nitter.net/Pani_Scarlett/status/1932404513630994458#m,,,,
636.0,Fisiacz,Walczymy ? Powielenie bredni Lisa i Giertycha na X nazywasz walką? Trzaskowski z szacunku do Was nic nie mówi a powinien Was solidnie pierdolić że tą imbę jaką tu odjebujecie.,0,0,0,0.0,10-06-25,175.0,30.0,,https://nitter.net/Fisiacz/status/1932414546657845434#m,,,,
637.0,Aurelius_Dorwin,"Niech Pan zacznie walczyć o swoje i nasze dobro, zaangażuje się w proces ścigania fałszerstw wyborczych. Poparliśmy Pana, poszliśmy do wyborów i wygraliśmy bo było nas więcej. Ukradziono nam wybory a Pan przygląda się temu z boku?",0,0,0,0.0,10-06-25,230.0,37.0,,https://nitter.net/Aurelius_Dorwin/status/1932414538764157019#m,,,,
757.0,Lijankaa,"Co wybory ludzie chcą wyjechać, a wciąż można złapać bez problemu miejsce nie tylko w autobusach, ale i samolotach w kierunku najbardziej atrakcyjnych krajów.",0,0,0,0.0,10-06-25,158.0,24.0,,https://nitter.net/Lijankaa/status/1932414810659901864#m,,,,
758.0,wolnekonopie,"oczywiście, podjęliśmy już kroki w tej sprawie. Mamy wspólnych znajomych :).",0,0,0,0.0,10-06-25,76.0,11.0,,https://nitter.net/wolnekonopie/status/1932414777067733306#m,,,,
759.0,MalgoOne,Możesz jej buty czyścić szmaciarzu,0,0,0,0.0,10-06-25,34.0,5.0,,https://nitter.net/MalgoOne/status/1932414775419441316#m,,,,
853.0,olajaqbowska,Jak to cudownie odzwierciedla wynik wyborów! Szok!,0,0,0,0.0,10-06-25,50.0,7.0,,https://nitter.net/olajaqbowska/status/1932414980583993737#m,,,,
855.0,scherebart,"Chyba nie całkiem prawda? Oto publikowany na 16 maja stan przez @KONFEDERACJA_ Poza tym zostało już zwrócone na to uwagę przez samo źródło @art_61 Poza tym co z tymi datami, dlaczego są takie różne? Chyba dalekim od prawdy jest aby Pan Trzaskowski zaczął kampanię w grudniu???",0,0,0,0.0,10-06-25,276.0,46.0,,https://nitter.net/scherebart/status/1932414965505298555#m,,,,
950.0,matijas1977,Mateusz Jaśkiewicz @matijas1977 11s Replying to @Ismetremy @trzaskowski_,0,0,0,0.0,10-06-25,72.0,8.0,,https://nitter.net/matijas1977/status/1932415132174315844#m,,,,
979.0,Kacper_Rybitwa,"Politycy taki los sobie zgotowali, że zamiast walczyć o głosy będąc najlepszym, wychodząc z dobrymi propozycjami są ograniczeni negatywnym elektoratem. Premiowany jest ten, którego ludzie mniej nie lubią...",0,0,0,0.0,10-06-25,206.0,28.0,,https://nitter.net/Kacper_Rybitwa/status/1932415228597113014#m,,,,
982.0,matijas1977,Mateusz Jaśkiewicz @matijas1977 26s Replying to @Ismetremy @trzaskowski_,0,0,0,0.0,10-06-25,72.0,8.0,,https://nitter.net/matijas1977/status/1932415132174315844#m,,,,
1.0,sjanus_pl,"Masakra, według oficjalnych danych z Urzędu Miasta Pan Trzaskowski w okresie 09.05.2024 - 27.07.2024 aż 23 z 57 dni roboczych w tym okresie poświęcił na wyjazdy służbowe, głównie zagraniczne (ale również Gdańsk i Poznań). Nie liczę weekendów. 40% swojego czasu pracy Pan Trzaskowski był ""w delegacji"". A to jeszcze przed oficjalną kampanią. Przepraszam bardzo, ale kiedy ten Pan pracuje?",1,46,8,55.0,10-06-25,387.0,59.0,,https://nitter.net/sjanus_pl/status/1932426244357865591#m,,,,
3.0,Pawe51854347,Ojej Kasiu XD,0,0,0,0.0,10-06-25,13.0,3.0,,https://nitter.net/Pawe51854347/status/1932433601670345041#m,,,,
4.0,johny88892231,rzecznik i jak za Urbana-raz w tygodniu sprawozdanie w wykupionym czasie antenowym wszystkich ważnych mediów! na bieżąco prostowanie tylko niebezpiecznych fejków pochodzących od pisuarów,0,0,0,0.0,10-06-25,186.0,24.0,,https://nitter.net/johny88892231/status/1932433533601247460#m,,,,
7.0,Misterpeterr3,"I wałom na wyborach jak teraz, tylko wtedy to nie było takie oczywiste",0,0,0,0.0,10-06-25,70.0,13.0,,https://nitter.net/Misterpeterr3/status/1932433505876647953#m,,,,
9.0,KugrKugrpl,"Jasne, Kwaśniewski. 😂 Acz minęło tyle czasu, że odkopywanie trupków z SLD i kreowanie ich na fajnych, tj. Senyszyn, Miller, Kwaśniewski czy kreowanie Kwaśniewskiej jako ""damy"" wygląda na reanimację lewicy.",0,0,0,0.0,10-06-25,205.0,30.0,,https://nitter.net/KugrKugrpl/status/1932433457331814773#m,,,,
10.0,Maciej_2026,"oni zapłaciliby z własnej kieszeni jeśli by Trzaskowski wygrał, bo jak nie to państwo ma zapłacić 🤭",0,0,0,0.0,10-06-25,99.0,17.0,,https://nitter.net/Maciej_2026/status/1932433429091565816#m,,,,
11.0,czardam,"Kiedy ABW i Państwo zajmie się nielegalnymi środkami przeznaczonymi na wspieranie @trzaskowski_ i atakowanie @SlawomirMentzen i @NawrockiKn na Facebooku? Wydano setki tysięcy złotych, bez żadnej kontroli, a obecnie NASK próbuje zamieść aferę pod dywan",2,18,1,21.0,10-06-25,251.0,34.0,,https://nitter.net/czardam/status/1932430798117810357#m,,,,
12.0,SFarynska,"O tym że PKP cargo upada i przejmie ich robotę ukraińska firma oraz niemiecka? Mam dalej wymieniać czy jeszcze ci jako? Eh jak to mówił Trzaskowski ""po co w Polsce skoro jest w Berlinie"" taka to władza która sabotuje swój własny kraj na poczet innego.",0,0,0,0.0,10-06-25,251.0,45.0,,https://nitter.net/SFarynska/status/1932433381884575980#m,,,,
13.0,grok,"Rafał Trzaskowski, Mayor of Warsaw since 2018, has introduced several initiatives benefiting residents. Free nurseries for 14,500 children ease family costs. Metro expansion with six new stations and eco-friendly buses improve commuting. Healthcare access grew with the Southern Hospital and free vaccines. However, projects like the 120 million złoty pedestrian bridge faced criticism for high costs, and tram delays sparked resident frustration. While 64% of Warsaw residents rate his governance positively, some criticize perceived political ambitions and costly cultural projects like the Museum of Modern Art.",0,0,0,0.0,10-06-25,614.0,86.0,,https://nitter.net/grok/status/1932433331691594200#m,,,,
1.0,dorotakotarska1,"Pani Marysiu, my już byliśmy na wyborach, Trzaskowski przegrał, mimo, że do końca walczyliśmy. Po co chodzić na wybory, skora wyniki będą z góry ustalone? Mam w 2027 wziąć udział w następnym oszustwie?",0,2,3,5.0,10-06-25,201.0,33.0,,https://nitter.net/dorotakotarska1/status/1932333141412258098#m,,,,
2.0,AniaTere,Ale wtedy nie mógłby na siebie mówić Prezydent.,0,0,0,0.0,10-06-25,47.0,8.0,,https://nitter.net/AniaTere/status/1932451161409294423#m,,,,
3.0,AdonBeliveIt,Zdziwiony? W mojej parafii Trzaskowski zebrał 70%,0,0,0,0.0,10-06-25,49.0,7.0,,https://nitter.net/AdonBeliveIt/status/1932451131000541398#m,,,,
5.0,mcszln,Rafał Trzaskowski,0,0,0,0.0,10-06-25,17.0,2.0,,https://nitter.net/mcszln/status/1932451089447878988#m,,,,
6.0,MByczynski24100,@Platforma_org oszołom Tusk Giertych i Kalisz a także Bodnar nie mogę się pogodzić ze tęczowy Trzaskowski przegrał wybory Prezydenckie i dostali całkiem na łeb i robią wszystko aby to zatrzymać i odwrócić na swoją korzyść ale niestety my się nie damy zdrajcą POLSKI,0,0,0,0.0,10-06-25,265.0,43.0,,https://nitter.net/MByczynski24100/status/1932451078815252487#m,,,,
7.0,S32659713,"Przemku, nie rycz skieruj sprawę do Sądu",0,0,0,0.0,10-06-25,40.0,7.0,,https://nitter.net/S32659713/status/1932451078517231881#m,,,,
10.0,kjkaminski,"Trzaskowski spędził 41 dni za granicą w ciągu 7 miesięcy 🛩 🌍Kiedy on zwiedza świat, Warszawa wciąż czeka na prawdziwego gospodarza, który rozwiązuje lokalne problemy mieszkańców. Ratusz to nie biuro podróży❗️",0,33,3,36.0,10-06-25,208.0,31.0,,https://nitter.net/kjkaminski/status/1932430655000023401#m,,,,
11.0,Misterpeterr3,"Sklej pi💲de ruska ku®️wo,ok? Tak delikatnie zwracam ci uwagę kacapski tumanie z ujemnym IQ. To taki typowy wskaźnik dla was żyjących na bagnach Muchosrańska. Won za bana Wańka. Nie wracaj 🤣",0,0,0,0.0,10-06-25,189.0,31.0,,https://nitter.net/Misterpeterr3/status/1932450981788127733#m,,,,
12.0,AniaTere,Był na urlopie bezpłatnym.,0,0,0,0.0,10-06-25,26.0,4.0,,https://nitter.net/AniaTere/status/1932450972711723446#m,,,,
15.0,Ania_ofGreenGab,"Hmmm, Pani Aniu, ale przecież to Pan Rafał Trzaskowski już w trakcie kampanii powiedział, że Zielonego Ładu już nie ma, a pan Nawrocki uznał go za kłamcę. To czego ma teraz Nawrocki dopilnować?",0,0,0,0.0,10-06-25,193.0,33.0,,https://nitter.net/Ania_ofGreenGab/status/1932450936791740729#m,,,,
16.0,AndrzejApostata,A teraz sobie wyobraźmy że wygrywa Trzaskowski i okazuje się że ludzie z platformy używali jakiejś swojej aplikacji do weryfikacji głosujących. Pan Jarosław Kaczyński dostał by szału. Głosy liczone były by jeszcze raz.,0,0,0,0.0,10-06-25,218.0,33.0,,https://nitter.net/AndrzejApostata/status/1932450877802995952#m,,,,
17.0,AndrzejJdrzej1,"Donald mu kazał, to startował. Jak Donald będzie kazał, to mu będzie zależeć.",0,0,0,0.0,10-06-25,77.0,13.0,,https://nitter.net/AndrzejJdrzej1/status/1932450853283127393#m,,,,
20.0,AniaTere,Dla Warszawiaków to nic zaskakującego. Gospodarza generalnie trudno zastać w urzędzie.,0,0,0,0.0,10-06-25,86.0,11.0,,https://nitter.net/AniaTere/status/1932450713478574581#m,,,,
22.0,ManOfWorseSort,"Bylo do przewidzenia. Politycznie bez presji od komitet @trzaskowski_ i #K15X nie widzę szans by wyłącznie poprzez opinię publiczną zmusić PkW do wniosku o ponowne liczenie głosów. Mogę sie nawet założyć, że ten bezjajeczny sklad PKW nawet, gdyby miał pełne dowody to zrobi",1,8,1,10.0,10-06-25,273.0,43.0,,https://nitter.net/ManOfWorseSort/status/1932427278186696789#m,,,,
23.0,jnfavr,ja tez znam ale ich wiedza polityczna siega wlasnie tego ze bd imigranci i ze trzaskowski sprzeda polske niemcomXDDX,0,0,1,1.0,10-06-25,116.0,19.0,,https://nitter.net/jnfavr/status/1932450592158540096#m,,,,
24.0,Dariusz_Lasocki,Obiecal w 2018. Dowiezie jak będzie prezydentem PL @trzaskowski_,0,8,2,10.0,10-06-25,64.0,9.0,,https://nitter.net/Dariusz_Lasocki/status/1932430224806891539#m,,,,
27.0,wiihol,"Sztecher w pełnym odlocie. Jeśli był tak wspaniały, to czemu przegrał? Michnik: To, co mówił Trzaskowski, to było skrzyżowanie Alberta Einsteina z Platonem wpolityce.pl/polityka/732027…",1,19,13,33.0,10-06-25,185.0,24.0,,https://nitter.net/wiihol/status/1932431658768122098#m,,,,
31.0,PavJay83,"Wybory nie były sfałszowane, Trzaskowski przegrał bo reprezentował rząd nierobów",0,3,1,4.0,10-06-25,80.0,10.0,,https://nitter.net/PavJay83/status/1932406065586487768#m,,,,
62.0,AgaWol5,#BitwaPolityczna do pana UP : czy gdyby Trzaskowski wygrał wybory też byłby pan za ponownym liczeniem głosów ??,0,1,1,2.0,10-06-25,111.0,18.0,,https://nitter.net/AgaWol5/status/1932427625319768568#m,,,,
63.0,ulchurska,Jak Trzaskowski rzadzi Warszawa i wyrzuca ludzi na bruk💩💩💩,0,3,0,3.0,10-06-25,58.0,9.0,,https://nitter.net/ulchurska/status/1932441056110420003#m,,,,
64.0,AleksZawisza,"Już podawałam dalej wpis Ewy. Ale jeszcze raz. Posłuchajcie i bądźcie solidarni z Donaldem Tuskiem. Wspierałam, wspieram i będę wspierać wspaniałego prezydenta @trzaskowski_ Najlepszego premiera @donaldtusk i jego rząd. #IdęzTuskiem W tej sytuacji tylko SOLIDARNOŚĆ❣️ #Siódemka",1,56,4,61.0,10-06-25,277.0,36.0,,https://nitter.net/AleksZawisza/status/1932421169300517211#m,,,,
94.0,OlaBc8,"a w jaki konkretnie sposób? dobrze, to że memcen nie wygrał, bo byśmy mieli to samo",0,0,0,0.0,10-06-25,83.0,16.0,,https://nitter.net/OlaBc8/status/1932451349654028744#m,,,,
96.0,Izabela24866863,"Nie!!!! A zwłaszcza po tym co tu widzę, co lata po necie. Z tymi protestami to pójdzie szybciutko",0,9,0,9.0,10-06-25,97.0,18.0,,https://nitter.net/Izabela24866863/status/1932400096924119152#m,,,,
129.0,Maria76515414,"Spokój i opanowanie.Jeżeli ktoś „uwali” nam premiera to długo , długo będzie nic. PiS wie, że tylko Tusk jest dla niego zagrożeniem, reszta to płotki, z którymi bez problemu sobie poradzi.",0,16,2,18.0,10-06-25,188.0,31.0,,https://nitter.net/Maria76515414/status/1932406786264354886#m,,,,
158.0,BanaR_16,"Ale przecież jak Trzaskowski był prezydentem przez dwie godziny to twierdził Pan, że stwierdzenie ważności wyborów przez SN nie jest konieczne do objęcia urzędu przez prezydenta.",0,6,2,8.0,10-06-25,178.0,26.0,,https://nitter.net/BanaR_16/status/1932422947513512148#m,,,,
273.0,Dan_Liszkiewicz,"Po zestawieniu dat z załączonych dokumentów z aktywnością na X robi się ciekawie. Materiały z wyjazdu oznaczane jako #Trzaskowski2025, ""spotkania robocze"" w Poznaniu i agitacja za kandydatami partii w wyborach do PE. Uuuuuuu...",0,13,0,13.0,10-06-25,227.0,33.0,,https://nitter.net/Dan_Liszkiewicz/status/1932416666828235066#m,,,,
274.0,Trever131313,Nawrocki? To ten co zapomniał o dziadku? 🤣. Kurwa chłopie jestes debilem. Najpierw upierałes się że zielony ład to Trzaskowski. Jak ci pokazałem że cię pis dyma zmieniasz temat. Poważnie chcesz żebym cię w temacie migracji też zrobił z ciebie debila? Przyzwyczajony jestes 😉?,0,0,0,0.0,10-06-25,275.0,44.0,,https://nitter.net/Trever131313/status/1932451699068907692#m,,,,
303.0,virus007000,"businessinsider.com.pl/polit… nie musisz sprawdzać, Trzaskowski w więzieniach deklasował Nawrockiego. :)))",0,0,0,0.0,10-06-25,106.0,10.0,,https://nitter.net/virus007000/status/1932451797702148220#m,,,,
304.0,B3046483972307,Czy trzaskowski bedzie twarza tej parady rownosci ?,0,0,0,0.0,10-06-25,51.0,8.0,,https://nitter.net/B3046483972307/status/1932451794916905298#m,,,,
334.0,W_Zboralski,"Wybieraj: Engelking Holand Tokarczuk Bartoszewscy ojciec i syn Hartman Michnik Kotula Zandberg Żukowska Dziemianowicz-Bąk Lempart Śmiszek żony: Dudy, Sikorskiego, Tyszki, Bosaka, Maciarewicza, Mentzena, Glińskiego, Komorowskiego Bilewicz Kaczyński Trzaskowski z żoną Morawiecki Tusk matrioszka Jaruzelski z żoną, i cała reszta:",0,0,0,0.0,10-06-25,327.0,39.0,,https://nitter.net/W_Zboralski/status/1932451858703925537#m,,,,
336.0,LukaszBok,"Ministerstwo pracy przygotowało projekt, zgodnie z którym od 1 stycznia 2026 roku umowy zlecenia oraz prowadzenie jednoosobowej działalności gospodarczej będą wliczane do stażu pracy. Nowe przepisy będą działały wstecz.",37,113,81,231.0,10-06-25,219.0,29.0,,https://nitter.net/LukaszBok/status/1932440114937864469#m,,,,
395.0,Morgenstern616,"to ja ci odpowiem, odwołał się wyłącznie do komisji, których przewodniczący sami się zgłosili do PKW i przyznali do zmiany wyników",0,2,0,2.0,10-06-25,130.0,21.0,,https://nitter.net/Morgenstern616/status/1932439545246568907#m,,,,
450.0,EUnewUSSR,Alkoholicy ufają innym alkoholikom,0,0,0,0.0,10-06-25,34.0,4.0,,https://nitter.net/EUnewUSSR/status/1932452097628287217#m,,,,
3.0,reppolska,"Przede wszystkim, nikt nie ma prawa lekceważyć woli wyborców. A 1 czerwca Rafał Trzaskowski i cała koalicja otrzymała czerwoną kartkę. Takie są fakty.",0,11,12,23.0,10-06-25,150.0,23.0,,https://nitter.net/reppolska/status/1932427889661677714#m,,,,
7.0,Lukaszmocsmaku,"Panie Naleśniku,ale czy Pan wie że wybory Trzaskowski przegrał czy nadal Pan się cieszy jeszcze? 😂",0,0,0,0.0,10-06-25,98.0,16.0,,https://nitter.net/Lukaszmocsmaku/status/1932473828644385195#m,,,,
9.0,Wojtekwlkp,"Spoko Panie Rafale @trzaskowski_, w następnych wyborach na 100% wygrasz. No kto by się spodziewał, że moglo dojść do takich nadużyć 😂😂😂 facebook.com/share/16GhHxEGw…",0,0,0,0.0,10-06-25,165.0,23.0,,https://nitter.net/Wojtekwlkp/status/1932473756661788733#m,,,,
11.0,PiotrUscinski,W mediach cisza. Tymczasem CBA zatrzymało w #Warszawie dyrektora Zakładu Gospodarowania Nieruchomościami oraz urzędników. Co na to Rafał Trzaskowski?,0,26,1,27.0,10-06-25,149.0,19.0,,https://nitter.net/PiotrUscinski/status/1932459582074278111#m,,,,
12.0,PrawusKris2005,"Silni Razem jutro tego nie przeżyją 🤣 Lis, Giertych, Piński, Wiejski będą kwiczeć a wraz z nimi farma głupich trolli z których nawet Kalisz, Trzaskowski i Tusk mają bekę",0,8,2,10.0,10-06-25,169.0,29.0,,https://nitter.net/PrawusKris2005/status/1932467803547664518#m,,,,
15.0,Boska1604,Rafał @trzaskowski_ to bardzo porządny Człowiek ❤️,0,2,0,2.0,10-06-25,50.0,7.0,,https://nitter.net/Boska1604/status/1932472284318421035#m,,,,
18.0,Jadwiga_cyferki,Zieliński kontuzjowany... ale i tak był dłużej kapitanem niż Trzaskowski prezydentem,4,14,4,22.0,10-06-25,84.0,11.0,,https://nitter.net/Jadwiga_cyferki/status/1932444535356879024#m,,,,
19.0,A_Traczyk,"Ani Trzaskowski, ani Tusk nie podważają wyniku wyborów. Trump nie tylko podważał wynik, ale próbował wymusić fałszerstwa, a także podburzał rebelię próbującą przeprowadzić zamach stanu i sam maczał w nim palce.",0,63,27,90.0,09-06-25,210.0,31.0,,https://nitter.net/A_Traczyk/status/1932012100408271230#m,,,,
21.0,alojjola,‼️Pilne‼️Poseł Dariusz Matecki zmuszony groźbą Tuska ujawnił działanie aplikacji przez którą Rafał Trzaskowski przegrał wybory ☝️ #AplikacjaMateckiego Od @DariuszMatecki,1,36,1,38.0,10-06-25,169.0,19.0,,https://nitter.net/alojjola/status/1932464311173108151#m,,,,
22.0,Rozmowa_RMF,"Miałem wrażenie, że sztab @trzaskowski_ chciał z niego zrobić @sikorskiradek - @AM_Zukowska, przewodnicząca klubu @__Lewica w Popołudniowej #RozmowaRMF @RMF24pl @Radio_RMF24",0,1,0,1.0,10-06-25,173.0,20.0,,https://nitter.net/Rozmowa_RMF/status/1932473097610838186#m,,,,
