id,username,text,likes,retweets,replies,total_interactions,post_date_iso,text_length,word_count,sentiment_label,link,hashtag,date,content,interactions
1.0,BeMarcin,Wlazłem na chat pod transmisją z Onetu. Na pytanie: Dlaczego w więzieniach Trzaskowski uzyskał prawie 90% poparcia? Otrzymałem odpowiedź 😂,6,102,37,145.0,07-06-25,138.0,20.0,,https://nitter.perennialte.ch/BeMarcin/status/1931437841038369084#m,,,,
2.0,Cosac_,Głosujmy do skutku żeby Rafałek wygrał.,0,0,0,0.0,08-06-25,39.0,6.0,,https://nitter.perennialte.ch/Cosac_/status/1931796897670521032#m,,,,
3.0,jasiu320,"W całej aferze wyborczej mi nie chodzi o to, kto wygra — Trzaskowski czy Nawrocki!? Chodzi o uczciwość! Chcę mieć pewność, że mój głos trafi tam, gdzie go oddałem. Że nie zostanie sfałszowany, zgubiony, zmanipulowany. Bez tego wybory to fikcja, a demokracja to kłamstwo!",2,30,3,35.0,08-06-25,270.0,44.0,,https://nitter.perennialte.ch/jasiu320/status/1931792494632526216#m,,,,
4.0,ArturMaksymowi3,Czyli będzie liczenie aż wygra Trzaskowski. Wy pojebani jesteście.,0,0,0,0.0,08-06-25,66.0,9.0,,https://nitter.perennialte.ch/ArturMaksymowi3/status/1931796880788230554#m,,,,
5.0,BadID_,youtube.com/watch?v=GsBHBCwI…,0,6,0,6.0,08-06-25,29.0,1.0,,https://nitter.perennialte.ch/BadID_/status/1931678887647330632#m,,,,
6.0,Lacraa6,"Zastanawiam się.. skąd PiSowieci biorą ""informacje"" o tym, że Rafał Trzaskowski jest beznadziejnym włodarzem Warszawy🤔 W wyborach w 2018r zdobył mandat zaufania już w I turze. Po latach trwania na stanowisku, w 2024 ponownie wygrał w I turze. Głosować mogą tylko mieszkańcy Warszawy.. Więc albo coś się nie klei albo jak zwykle, PiSowieci ""myślą"" że każda Polka i Polak to ich wyborca 👆 (Tak, tak.. PiS uważa, że lud jest tak głupi, że ""łyknie"" wszystko)",2,233,45,280.0,08-06-25,454.0,75.0,,https://nitter.perennialte.ch/Lacraa6/status/1931759894820004231#m,,,,
7.0,Chaikola1,"a gdyby Rafał Trzaskowski wygrał, to izba by nie była sprzeczna z konstytucją? Pytam, bo przez pół roku kampanii nie słyszałem, żeby był jakiś problem.",0,0,0,0.0,08-06-25,151.0,25.0,,https://nitter.perennialte.ch/Chaikola1/status/1931796853093548060#m,,,,
8.0,Jan_Pawlicki,"Sekta Giertycha pomija jeden istotny czynnik: w razie powtórzenia wyborów Trzaskowski nie zostanie rozjechany. Zostanie zmasakrowany. Ludzie się policzyli i przestali bać tej liberalnej, elitarnej hołoty.",4,187,83,274.0,08-06-25,204.0,26.0,,https://nitter.perennialte.ch/Jan_Pawlicki/status/1931655168426160391#m,,,,
9.0,Jan_Pinski,"To, że ludzie związani z kolportażem i użyciem w komisji Aplikacji Mateckiego - jeszcze nie są zatrzymani i nie mają zarzutów, to skandal. Mamy tutaj jakiś masowy gwałt na ochronie danych osobowych (prywatna baza PESEL itp.). Gdzie ABW? Gdzie UODO? Dlaczego ABW zabezpieczająca z mocy prawa wybory nie interweniowała przed głosowaniem i w trakcie, chociaż kolportaż tej ""apki"" był widoczny w mediach społecznościowych? @JacekDobrzynski @TomaszSiemoniak",9,567,90,666.0,08-06-25,452.0,65.0,,https://nitter.perennialte.ch/Jan_Pinski/status/1931731806430109780#m,,,,
10.0,JanSpiewak,"Matko. @trzaskowski_ dał zgodę na wyburzenie piętrowego biurowca i postawienie w tym miejscu 7 piętrowego apartamentowca. Tuż obok trybun Polonii, której też już dawno temu obiecał nowy stadion. Sportowa patodeweloperka tego jeszcze nie grali! Podziwiam inwencję Rafiego 🙈🥶🤣",31,716,271,1018.0,07-06-25,274.0,38.0,,https://nitter.perennialte.ch/JanSpiewak/status/1931302199222538727#m,,,,
11.0,ko_klub,".@MichalSzczerba w #7DzieńTygodnia: Chcemy przede wszystkim powiedzieć, że idziemy dalej, że tego zaufania, które zgromadził w II turze Rafał Trzaskowski, nie zmarnujemy.",6,45,204,255.0,08-06-25,170.0,22.0,,https://nitter.perennialte.ch/ko_klub/status/1931614180550795502#m,,,,
12.0,lostson_,Trzaskowski w kampanii prezydenckiej 2025 obiecywał samorządom 2 mld na inwestycje. Wiecie jaki był fundusz takich inwestycji za rządów PiS??? 40 mld złotych!!! 2 mld vs 40 mld...,1,44,1,46.0,08-06-25,179.0,28.0,,https://nitter.perennialte.ch/lostson_/status/1931735922501996758#m,,,,
13.0,rutkem,"Wyborcy PO zupełnie nie potrafią przegrywać. Każdy, kto uprawiał sport wie, że przegrana może być bardzo dobra i pouczająca. Tymczasem, wyznawcy @donaldtusk i @trzaskowski_ po tym jak nieco skompromitowali się 1 czerwca o 21.00 odpychają prawdę o wynikach. To żenujące.",0,64,4,68.0,08-06-25,269.0,40.0,,https://nitter.perennialte.ch/rutkem/status/1931782238091313441#m,,,,
14.0,de_Talleyrand_,"Właśnie tyle osób dopisało się między I a II turą za granicą i np. wzięło uprawnienia do głosowania poza miejscem zamieszkania. Ponieważ w obwodach zagranicznych Trzaskowski w II turze wygrał mocniej niż w I, ja bym szedł w kierunku wniosku, że fałszowano na rzecz waszego kandydata;-)",0,4,0,4.0,08-06-25,285.0,46.0,,https://nitter.perennialte.ch/de_Talleyrand_/status/1931765382630514868#m,,,,
15.0,AnneMarie13Bxl,"Przyznam, ze nie śledziłam, obowiązki. Pamiętam, że Aleksander Kwaśniewski podczas swojej kampanii, był nawet w mieście powiatowym Siemiatycze. Wschód to ludność podatna na manipulacje, przesiąknięta nienawiścią do DT i jego rządu, a wszystko to za sprawą szczujni PiS i JK😏",0,0,0,0.0,08-06-25,274.0,40.0,,https://nitter.perennialte.ch/AnneMarie13Bxl/status/1931796720867787004#m,,,,
16.0,BatugWojciech,"-Bodnar odwiedza więzienie w Nowogardzie: tu Trzaskowski ma 88% poparcia, -GW: Nawrocki wygrał, Giertych to troll, -Newsweek: Tusk zestarzał się, kiedy koniec? -popłoch wśród upolitycznionych sędziów-po wygranej Trzaskowskiego mieli obiecane stanowiska. W obozie Tuska trwa wojna.",0,52,3,55.0,08-06-25,280.0,36.0,,https://nitter.perennialte.ch/BatugWojciech/status/1931785364701642802#m,,,,
17.0,rafalhubert,"Dzień po wyborach pan @trzaskowski_ ruszył z czyszczeniem warszawskich squatów. Lewaki w szoku, wrzeszczą o demokracji i prawach człowieka. Tymczasem to w 100% legalny sposób na zapewnienie developerom nagrody za poniesione w jego kampanii koszty. Przecież gdzieś trzeba postawić postulowane przez lewarków lokale socjalne c’nie? ;)",5,405,57,467.0,08-06-25,332.0,46.0,,https://nitter.perennialte.ch/rafalhubert/status/1931601996064215053#m,,,,
19.0,Dariusz_Lasocki,"Przypomnę, że jako #MążZaufanie w PKW (w II turze 1 czerwca) informowałem szeroko, każdego członka Obwodowej Komisji Wyborczej (tak ze strony @NawrockiKn jak i @trzaskowski_) aby działał jak poniżej? Wiedza była!",0,15,1,16.0,08-06-25,212.0,31.0,,https://nitter.perennialte.ch/Dariusz_Lasocki/status/1931779193982812286#m,,,,
20.0,myslozbir,"A wiecie, że w Belgii aresztowany został @BillboardChris? Kanadyjczyk od lat broni dzieci przed ideologią #gender i okaleczeniem. I za to został w Brukseli zgarnięty. U nas natomiast szybko byłoby podobnie, gdyby wygrał Trzaskowski i karanie za tzn. ""mowę nienawiści"".",0,92,3,95.0,08-06-25,268.0,40.0,,https://nitter.perennialte.ch/myslozbir/status/1931776120875004348#m,,,,
21.0,MurzynfrogXXX,"Równo tydzień temu rozpoczęła się historyczna, najkrótsza prezydentura w historii naszego kraju. Rafał Trzaskowski został prezydentem.",0,11,17,28.0,08-06-25,134.0,16.0,,https://nitter.perennialte.ch/MurzynfrogXXX/status/1931790347996172507#m,,,,
22.0,RavAndEnough,"Warto przypomnieć, że w I turze wyborów, po ogłoszeniu wyników exit poll, Trzaskowski wygrał, a wyniki late poll i ostateczne tylko umocniły jego zwycięstwo. Cuda zaczęły się w II turze. Kaczyński: „wygramy w nocy”, a ja dodam „nie śpij, bo cię okradną”",1,69,3,73.0,08-06-25,253.0,42.0,,https://nitter.perennialte.ch/RavAndEnough/status/1931760072494879086#m,,,,
23.0,niezaleznapl,🔴 PILNE! Bodnar w więzieniu w Nowogardzie. Trzaskowski ma tu bardzo wierny elektorat. 🗞️ Cała historia na niezalezna.pl niezalezna.pl/polityka/bodna…,0,19,6,25.0,08-06-25,149.0,19.0,,https://nitter.perennialte.ch/niezaleznapl/status/1931774484387623187#m,,,,
24.0,Bumbasik,"Ta, jasne",0,0,0,0.0,08-06-25,9.0,2.0,,https://nitter.perennialte.ch/Bumbasik/status/1931796604136402963#m,,,,
25.0,Ona1743631,"Nic,w sumie należy skupić się na niskim wyniku Nawrockiego w 1 turze",0,0,0,0.0,08-06-25,68.0,12.0,,https://nitter.perennialte.ch/Ona1743631/status/1931796603079426286#m,,,,
26.0,Markus60659510,Słuchajcie już po pierwszych wyborach było wiadomo że Trzaskowski przegra wybory bo oczywistym było że cała prawica zagłosuje przeciwko niemu No tutaj nie ma czego komentować uważam że prawica miała o wiele więcej głosów tylko to rząd Tuska fałszował wybory,0,2,1,3.0,08-06-25,257.0,40.0,,https://nitter.perennialte.ch/Markus60659510/status/1931685400671625536#m,,,,
27.0,RobertPoligraf1,Tak samo jak ty przeciwko Trzaskowski a nie za Nawrockim bo co cię przekonało do ćpuna alfonsa i gangusa?,0,0,0,0.0,08-06-25,105.0,19.0,,https://nitter.perennialte.ch/RobertPoligraf1/status/1931796578324320733#m,,,,
28.0,HerontheHeron,"A będzie tak: Bezrobocie, inflacja, drożyzna, braki zaopatrzenia, frustracja z powodu czarnych i beżowych więc brytole wyjdą na ulice i splądrują sklepy a wieczorem nachlani ruszą grabić, gwałcić i zabijać polonię brytyjską Jako jedyna mniejszość nie będzie zorganizowana. Tyle.",0,6,3,9.0,07-06-25,278.0,39.0,,https://nitter.perennialte.ch/HerontheHeron/status/1931459112006516979#m,,,,
29.0,HerontheHeron,"Brytolom odjebało tak z 15 -20 lat temu. Nie do naprawienia, trzeba zezłomować całe państwo.",0,15,10,25.0,07-06-25,92.0,15.0,,https://nitter.perennialte.ch/HerontheHeron/status/1931455843117240799#m,,,,
32.0,ExplicitePL,"Trzaskowski i Zielony Ład - no jak to się mogło stać, że ludzie mają mu go za złe?🤔😂",0,6,0,6.0,08-06-25,84.0,18.0,,https://nitter.perennialte.ch/ExplicitePL/status/1931773934963470764#m,,,,
33.0,JacekAdversariu,Może jest rozsądny i nie chce się kompromitować a może się obraził bo myślał że do pałacu zawieziecie go karocą zaprzężoną w w sześć białych rumaków.,0,0,0,0.0,08-06-25,149.0,26.0,,https://nitter.perennialte.ch/JacekAdversariu/status/1931796498653528557#m,,,,
34.0,analmageddon,"Sam sobie odpowiedziałeś, tylko plebs je kanapki, my jemy sandwiche.",0,0,0,0.0,08-06-25,68.0,10.0,,https://nitter.perennialte.ch/analmageddon/status/1931796936522129506#m,,,,
36.0,marek67r,"Trzaskowski: ""nie wstawiam ludzi do spółek"". A tu macie dowód że jest tak jak mówi Rafał😉👇👇👇 Do rady nadzorczej Szybkiej Kolei Miejskiej (SKM) trafiła niedawno... Joanna Popielawska, bliska współpracowniczka Trzaskowskiego, z którą odbył on pamiętną 👉👉👉sześciodniową podróż do Brazylii. niezalezna.pl/polityka/ludzi…",2,65,3,70.0,14-05-25,316.0,40.0,,https://nitter.perennialte.ch/marek67r/status/1922494579279880688#m,,,,
68.0,Farciarz77777,Weź już skończ te wypociny. Nawet trzaskowski nie protestuje bo się sra że dopiero wyjdą machloje. Dej se spokój i zbadaj sprawę Polnordu może tutaj coś ciekawego wyśledzisz.,0,0,0,0.0,08-06-25,174.0,28.0,,https://nitter.perennialte.ch/Farciarz77777/status/1931796998140592402#m,,,,
98.0,MariborKajman,"Bo on dobrze wie, że skala nieprawidłowości nie ma żadnego wpływu na ostateczny wynik wyborów. Już wewnętrzne sondaże KO jednoznacznie wskazywały na porażkę Rafała. Dlatego był bardzo powściągliwy w swojej radości po exit poll, podobnie jak Tusk.",0,0,0,0.0,08-06-25,246.0,37.0,,https://nitter.perennialte.ch/MariborKajman/status/1931797065782137161#m,,,,
100.0,Pawlowska_pl,Tydzień temu Rafał Trzaskowski od 20 minut był ogłoszonym przez siebie Prezydentem RP. Za godzinę i 40 minut świętować będziemy zakończenie tej prezydentury. Niesamowity czas.,0,1,2,3.0,08-06-25,175.0,25.0,,https://nitter.perennialte.ch/Pawlowska_pl/status/1931793302233215346#m,,,,
128.0,WaldemarKowall,"Dlaczego Trzaskowski przegrał. ""Czarno na Białym"" TVN24:",17,75,9,101.0,08-06-25,56.0,7.0,,https://nitter.perennialte.ch/WaldemarKowall/status/1931730898388656486#m,,,,
132.0,RafalPrzemysl,"Grudziądz. Przecież to na pierwszy rzut oka od razu widać, że to też lipa jest. Trzaskowski mniej niż w 1 turze, mimo że powinno jeszcze dojść trochę głosów od Biejat, Hołowni, Senyszyn, Zandberga, a Nawrockiemu wystrzeliło w kosmos.",15,890,232,1137.0,06-06-25,233.0,38.0,,https://nitter.perennialte.ch/RafalPrzemysl/status/1931043149083738368#m,,,,
133.0,haldur02021,"Musimy wykazać ,że Trzaskowski został przeszacowany i zapewne uzbierał znacznie mniej głosów niż wynik ostateczny .",0,0,0,0.0,08-06-25,115.0,16.0,,https://nitter.perennialte.ch/haldur02021/status/1931797103434502344#m,,,,
156.0,LombatSsc,"🌉🌉@trzaskowski_ ma szansę przywrócić do łask bardzo potrzebną inwestycję transportową która jest niepopularna tylko w jednej dzielnicy. Jemu już i tak nie zależy, a może zrobić coś co znacząco poprawi system transportowy miasta. DŚU wygasła, więc można to zrobić w innej formie.",0,1,2,3.0,08-06-25,278.0,42.0,,https://nitter.perennialte.ch/LombatSsc/status/1931787764283904091#m,,,,
157.0,waldemar_buda,Bodnar objeżdża Zakłady Karne z największym poparciem dla @trzaskowski_ Są podziękowania i podniosła atmosfera. Więźniowie zachwyceni choć liczyli na ułaskawienia. Na spotkanie z funkcjonariuszami nie starczyło czasu.,4,89,15,108.0,08-06-25,217.0,27.0,,https://nitter.perennialte.ch/waldemar_buda/status/1931768357583257753#m,,,,
185.0,MacVVilk,"Ogółem w skali kraju można wskazać 12 (słownie: DWANAŚCIE) komisji, gdzie wyniki @NawrockiKn odbiegały od wartości oczekiwanej o ponad 100 głosów, a wartości @trzaskowski_ były zaniżone. Łączna różnica to 2340 głosów. O komisji nr 95 w Krakowie czy nr 13 w Mińsku Maz. pisały już media. Nie zdziwię się, jak zaraz usłyszymy jeszcze o gminie Olesno, Strzelcach Opolskich czy Tychach. Co ciekawe, komisji, gdzie wyniki @trzaskowski_ odbiegały od wartości oczekiwanej in plus o ponad 100 głosów było natomiast 469, a liczba ""nadmiarowych"" głosów to ponad 91 tysięcy Proponuję np. przyjrzeć się komisji nr 11 na warszawskim Mokotowie, w której Karol Nawrocki otrzymał... 2 głosy więcej niż w I turze, a Rafał Trzaskowski 868 głosów więcej.",126,1011,191,1328.0,06-06-25,735.0,115.0,,https://nitter.perennialte.ch/MacVVilk/status/1931053580246794628#m,,,,
186.0,_Dyszek,Przecież on nocuje u Babci,0,0,0,0.0,08-06-25,26.0,5.0,,https://nitter.perennialte.ch/_Dyszek/status/1931797245256462504#m,,,,
216.0,browaritha,"""trzaskowski lewica""",0,16,0,16.0,08-06-25,20.0,2.0,,https://nitter.perennialte.ch/browaritha/status/1931668717445738536#m,,,,
218.0,alojjola,"Michał Kamiński ➡️ Trzaskowski przegrał te wybory po raz drugi.Że coś jest z nimi nie halo, świadczy że oni skakali na własnym pogrzebie, są tak zadufani w sobie, że na skutek błędu statystycznego w sondażu, Trzaskowski ogłosił swoją żonę pierwszą damą a siebie prezydentem☝️",0,0,0,0.0,08-06-25,275.0,44.0,,https://nitter.perennialte.ch/alojjola/status/1931797323106971950#m,,,,
247.0,CiechWojcieszko,"Spadaj miernoto, to dzięki min. takim ludziom jak Ty, Trzaskowski przegrał wybory, nic kurwa nie potraficie normalnie komunikować, rzygać się chce jak się patrzy na tę waszą amatorszczyznę. Wypierdalać.",0,0,0,0.0,08-06-25,202.0,29.0,,https://nitter.perennialte.ch/CiechWojcieszko/status/1931797367608709280#m,,,,
275.0,Gameover1920,"Roman Giertych twierdzi, że PiS sfałszował wybory prezydenckie i to Rafał Trzaskowski został wybrany na Prezydenta.. Gdyby nie internet, tylko najbliższe otoczenie by wiedziało że #GiertychDebil !🤭 👇",2,167,53,222.0,08-06-25,199.0,28.0,,https://nitter.perennialte.ch/Gameover1920/status/1931629348399862219#m,,,,
304.0,karogo3,"Może dlatego, że by mu wyciągnęli raport NASK, o którym jest wyjątkowo cicho.",0,0,0,0.0,08-06-25,77.0,13.0,,https://nitter.perennialte.ch/karogo3/status/1931797502312755565#m,,,,
330.0,Nezelttti,"Nawrocki zajebał mieszkanie staruszkowi, a Trzaskowski chciał zajebać każdemu Polakowi zasilając deweloperów",0,1,0,1.0,08-06-25,108.0,12.0,,https://nitter.perennialte.ch/Nezelttti/status/1931736926781862252#m,,,,
359.0,Dariusz45309181,"„Biedaki, lachmaniarze od wypłaty do wypłaty to wy przegraliście, nie Trzaskowski. Nawrocki was omamił, a Rafał miał plan na lepszą Polskę!” 😎 #PrzeliczmyGlosy #SolidarniZTuskiem",6,108,57,171.0,08-06-25,178.0,24.0,,https://nitter.perennialte.ch/Dariusz45309181/status/1931708489656606807#m,,,,
360.0,Mir_AS_,#TuskDoDymisji Trzaskowski za pięć lat też powinien być kandydatem. Ma przegryw doświadczenie 😂,0,21,1,22.0,08-06-25,95.0,13.0,,https://nitter.perennialte.ch/Mir_AS_/status/1931759373988090044#m,,,,
362.0,anna88299683,"Powinni się cieszyć, że to nie Trzaskowski będzie musiał kontynuować współprace z Zelenskim tylko Nawrocki",0,0,0,0.0,08-06-25,106.0,15.0,,https://nitter.perennialte.ch/anna88299683/status/1931797595220787365#m,,,,
390.0,JudytaLemm,"Panie pośle @GiertychRoman należy sprawdzić głosy nieważne. Powtórzyła się dziwna sytuacja w DPS-ch. W 2020 r. Duda otrzymał 100% poparcia, szokujące! Wtedy ich wyborem był kandydat PiS, teraz też jest z PiS i też Trzaskowski i tyle głosów nieważnych. Wniosek, głosy dostał RT.",3,164,9,176.0,08-06-25,277.0,43.0,,https://nitter.perennialte.ch/JudytaLemm/status/1931630330718351695#m,,,,
392.0,HSubdzia,Jebany to ty musisz być regularnie w dupę. Uczciwej roboty to się nie dotknęła ta spierdolina trzaskowski i jego żonka.,0,0,0,0.0,08-06-25,119.0,20.0,,https://nitter.perennialte.ch/HSubdzia/status/1931797684106486069#m,,,,
393.0,ZwolinC,Hahahahahahaha,0,0,0,0.0,08-06-25,14.0,1.0,,https://nitter.perennialte.ch/ZwolinC/status/1931797672001679720#m,,,,
419.0,rafalhubert,I tego typu ustawodawstwo oddaliliśmy na dwa lata wysyłając do kontenera ze śmieciami pana @trzaskowski_. Zegar jednak wciąż cyka.,0,191,32,223.0,07-06-25,130.0,19.0,,https://nitter.perennialte.ch/rafalhubert/status/1931454619844022370#m,,,,
420.0,K_Kielczewski,"Problem widzę w tym, że Wisłostrada już stoi, Mickiewicza stoi, Stołeczna stoi. Dopchanie tam więcej samochodów spowoduje, że będą stały bardziej. A w most tramwajowo-buspasowo-pieszo-rowerowy nie wierzę.",0,0,0,0.0,08-06-25,204.0,27.0,,https://nitter.perennialte.ch/K_Kielczewski/status/1931797757540336011#m,,,,
447.0,EdoMarcin,Minister parasprawiedliwości dogląda dom swojej starości. Odwiedził dziś więzienie w Nowogardzie gdzie Rafał Trzaskowski ma wyjątkowo wierny i oddany elektorat. W wyborach prezydenckich 2025 miał naprawdę wysokie poparcie. W drugiej turze zdobył tu... ponad 88 procent głosów.,0,6,1,7.0,08-06-25,276.0,37.0,,https://nitter.perennialte.ch/EdoMarcin/status/1931791552520589664#m,,,,
479.0,PawelLew60,"Ciebie gościu, nawet,jakby Trzaskowski wytrzaskal po pysku,to z podkulonym ogonem,byś na niego zagłosował, tylko inteligentni ludzie, nie wiedzą dlaczego, mogą się jedynie domyślać, że jesteś kretynem???",0,0,0,0.0,08-06-25,203.0,26.0,,https://nitter.perennialte.ch/PawelLew60/status/1931797870472278330#m,,,,
480.0,Pawel_1984RRR,Zapomniałem poinformować Karolkę 🙈,0,0,0,0.0,08-06-25,34.0,4.0,,https://nitter.perennialte.ch/Pawel_1984RRR/status/1931797870027636967#m,,,,
534.0,Karol_Kul,"Bo jesteście samonapędzającą się bańką, która z kilku nieznaczących pomyłek próbuje zrobić wyborczy przekręt... Ot dlaczego.",0,0,0,0.0,08-06-25,124.0,16.0,,https://nitter.perennialte.ch/Karol_Kul/status/1931798011652329559#m,,,,
537.0,bez_marynarki,"Można. Nawet zostały przeprowadzone. Wyszło, że kampania @trzaskowski_ była nielegalnie finansowania z zagranicy ale NASK kierowany przez kolegę Rafala nie chce opublikować raportu 🤷‍♂️",0,13,1,14.0,08-06-25,185.0,24.0,,https://nitter.perennialte.ch/bez_marynarki/status/1931769520919822354#m,,,,
586.0,mfirko,Zajrzyj na profil senatora @Kwiatkowski2011 6 maja byli na wschodzie i w Białymstoku,0,0,0,0.0,08-06-25,84.0,13.0,,https://nitter.perennialte.ch/mfirko/status/1931798111380218354#m,,,,
587.0,karolldo317676,No już na pewno,0,0,0,0.0,08-06-25,15.0,4.0,,https://nitter.perennialte.ch/karolldo317676/status/1931798102371156115#m,,,,
589.0,AW175,Sztuczna inteligencja: 450 002 różnicy pomiędzy wynikami @PanstwKomWyb a algorytmami. Poszkodowany Trzaskowski. Ciekawe wyliczenia panowie @GiertychRoman @RyszardKalisz #WyboryPrezydenckie2025 #AplikacjaMateckiego facebook.com/share/p/1Hg4RMm…,0,111,11,122.0,08-06-25,243.0,20.0,,https://nitter.perennialte.ch/AW175/status/1931645914428363091#m,,,,
639.0,DominicusSad,"To jakaś trupa, która przyjechała na występy gościnne z kloca @trzaskowski_ ego.",0,0,0,0.0,08-06-25,80.0,12.0,,https://nitter.perennialte.ch/DominicusSad/status/1931798221849854418#m,,,,
640.0,PiotrWiel,"Odkąd jeżdżę Dacią Bigster to z taką pogardą i poczuciem wyższości patrzę na biedotę w małych starych samochodach. I zaczynam żałować, że nie zagłosowałem na @trzaskowski_. My elita powinniśmy trzymać klasę i odróżniać się o dołów.",4,102,118,224.0,08-06-25,231.0,36.0,,https://nitter.perennialte.ch/PiotrWiel/status/1931735600551383090#m,,,,
665.0,GiertychRoman,W dniu wyborów ! Aplikację Mateckiego promowały następujące osoby. Bezczelnie łamały ciszę wyborczą i podżegały do przestępstwa z art. 249 kk. Już jutro wszystkie powinny usłyszeć zarzuty!Czekamy na działania prokuratury i ABW.,55,1206,477,1738.0,08-06-25,227.0,32.0,,https://nitter.perennialte.ch/GiertychRoman/status/1931724374240821647#m,,,,
666.0,zwamnieklak,"Bo ma mózg i widzi, że pierdolicie bzdury.",0,0,0,0.0,08-06-25,42.0,8.0,,https://nitter.perennialte.ch/zwamnieklak/status/1931798297666277380#m,,,,
667.0,KrzysztofH1973,"Raczej coraz więcej zmanipulowanych. Te listy z komisjami gdzie ""fałszowano wybory"" są śmieszne. Lista komisji 👇, gdzie Trzaskowski dostał mniej głosów w II turze. Przykład: Komisja zaznaczona poniżej: Trzaskowski I tura: 19 głosów, II tura 18 głosów. FAŁSZERSTWO!!! Serio⁉️",0,0,0,0.0,08-06-25,274.0,39.0,,https://nitter.perennialte.ch/KrzysztofH1973/status/1931798272043074041#m,,,,
716.0,Mir_AS_,"#TuskDoDymisji Wiecie o tym, że Trzaskowski uzyskał największe poparcie na terenach gdzie kiedyś stacjonowała Armia Radziecka? To nie jest przypadek.",7,265,17,289.0,08-06-25,149.0,20.0,,https://nitter.perennialte.ch/Mir_AS_/status/1931681370117476511#m,,,,
718.0,tomek_tomitom,Wielu Polaków byłoby oburzonych gdyby wygrał lewicowy liberał Trzaskowski. #NawrockiPrezydent2025,0,0,0,0.0,08-06-25,97.0,10.0,,https://nitter.perennialte.ch/tomek_tomitom/status/1931798373344153764#m,,,,
771.0,rrad907,"Ja też mam prośbę. Może zamiast szukać spisków, zacznijcie szukać pracy. Alkohol i teorie o “skradzionych wyborach” wam życia nie ułożą. Polacy wybrali. Tusk i Trzaskowski przegrał. Czas się obudzić. 😗",0,18,17,35.0,08-06-25,201.0,31.0,,https://nitter.perennialte.ch/rrad907/status/1931748184650375319#m,,,,
772.0,PiotrPodkarpac1,Nic. Lepsze to niż gdyby miał wygrać lewicowy populista Trzaskowski.,0,0,0,0.0,08-06-25,68.0,10.0,,https://nitter.perennialte.ch/PiotrPodkarpac1/status/1931798526243045642#m,,,,
801.0,WojciechMucha,"Raport OBWE dotyczący afery Trzask-Nask wskazuje oprócz Akcji Demokracji min. firmę Fat Frogs media, jako tę, która opłaciła reklamy w Google na łączną kwotę 131 000 PLN. Całkiem przypadkiem na Youtube można poznać partnerów firmy Fat Frogs Media, min: Trzaskowski, Tusk, Sikorski, Giertych, Tomasz Lis, Dominika Wielowieyska, Michał Szczerba, Aleksandra Gajewska. Do tego: Miasto Warszawa, Wolne Sądy, Iustitia, PO, KO. Sporo jak na ""niewielką, ale skuteczną markę w nowych mediach"". 1/2",77,2424,92,2593.0,03-06-25,488.0,71.0,,https://nitter.perennialte.ch/WojciechMucha/status/1929977792541626412#m,,,,
802.0,JanMolskiIII,"S Z O K! Nie uwierzycie! Rozmawiałem z kolegą z Podlasia, który był w komisji wyborczej i przekazał mi przerażające wieści! Rafał Trzaskowski przegrał u niego w komisji wyborczej, bo… Zdobył mniej głosów od Karola Nawrockiego! M a s a k r a. 😱",3,406,113,522.0,07-06-25,243.0,44.0,,https://nitter.perennialte.ch/JanMolskiIII/status/1931287332654563732#m,,,,
806.0,_Dyszek,Nie poinformować tylko postawić przed faktem dokonanym.,0,0,0,0.0,08-06-25,55.0,7.0,,https://nitter.perennialte.ch/_Dyszek/status/1931798551111360729#m,,,,
856.0,Pawel_1984RRR,"Cieszę się, że się cieszysz. Przywiozę cytrynówkę. Materac też mogę przywieźć.",0,0,0,0.0,08-06-25,78.0,11.0,,https://nitter.perennialte.ch/Pawel_1984RRR/status/1931798679381303323#m,,,,
882.0,jacekjdebski,Przeliczamy‼️ @GiertychRoman @donaldtusk @trzaskowski_,0,41,7,48.0,05-06-25,54.0,4.0,,https://nitter.perennialte.ch/jacekjdebski/status/1930631312307552287#m,,,,
883.0,AdiczeQAdi,Przecież to nałroki ćpał na wizji co ma do tego Trzaskowski nie mający z tym nic wspólnego ?,0,0,0,0.0,08-06-25,92.0,18.0,,https://nitter.perennialte.ch/AdiczeQAdi/status/1931798765339631944#m,,,,
963.0,PawelDSM,"Nie będziemy się w żadne debaty bawić, Nawrocki i Trzaskowski wchodzą do klatki. Naród chce krwi, dać im jej!",0,29,32,61.0,07-06-25,109.0,19.0,,https://nitter.perennialte.ch/PawelDSM/status/1931334573784178816#m,,,,
964.0,Dawid1214912,Nawet sam nie sprawdziłeś ile substancje utrzymują się w organizmie przy ciągłym stosowaniu. Tutaj powstaje pytanie czemu Trzaskowski tego testu nie zrobił. Alfons? Dziwki? Potwierdzone? Przez anonimowych świadków i Jacka Muranskiego? XDDD,0,0,0,0.0,08-06-25,239.0,32.0,,https://nitter.perennialte.ch/Dawid1214912/status/1931798948596850946#m,,,,
