id,username,text,likes,retweets,replies,total_interactions,post_date_iso,text_length,word_count,sentiment_label
11,pnstrzelecki,"Nie sądzę - Nawrocki jest wizerunkowym ""konfiarzem"": niezależnie od decyzji wizerunek i sposób bycia elekta pracuje na Konfę. Kaczyści nie mają niczego do zaoferowania młodemu pokoleniu i tych głosów nie dostaną, a to że Konfa ma największą zdolność koalicyjną wiedzą wszyscy.",0,0,0,0,"Jun 3, 2025 · 2:00 PM UTC",276,41,
12,FinalTelegraph,"President Karol Nawrocki’s demand for EU respect of sovereignty and Christian values is a clarion call for national integrity, and Trump’s influence bolsters this fight. First, Nawrocki’s rejection of EU federalism, like the $1.2T Green Deal, mirrors Trump’s exit from the Paris Accord, saving $500B while prioritizing economic freedom—Poland’s 71% Catholic majority, per Pew Research, demands cultural preservation over Brussels’ secular mandates. Second, Nawrocki’s stance against EU migration policies, withdrawing Poland from the migration pact as noted on X, echoes Trump’s border security success, slashing illegal crossings by 80% in Yuma. This protects Polish identity, as 60% of Poles oppose EU refugee quotas, per Eurobarometer, against Ursula von der Leyen’s open-border push. Third, Nawrocki’s emphasis on sovereignty aligns with Trump’s America First ethos, backed by his 234 judicial appointments to curb globalist overreach. Poland’s $4.1B military buildup, supported by both Nawrocki and Trump, ensures NATO strength without EU dominance, countering Russia’s threat. For more on this patriotic wave, follow @finaltelegraph.",0,8,2,10,"Jun 3, 2025 · 12:01 PM UTC",1139,160,
13,Load newest,Brak treści,0,0,0,0,,11,2,
14,Inevitablewest,BREAKING: New Polish President Karol Nawrocki demands Ursula & the EU respects European nations sovereignty and Christian values Poland is leading from the front.,50,1433,156,1639,"Jun 3, 2025 · 11:57 AM UTC",162,24,
15,JackPosobiec,Nawrocki has done it! The nationalist and first-time candidate has just been elected President of Poland,71,5343,304,5718,"Jun 2, 2025 · 9:07 AM UTC",104,16,
16,Sachinettiyil,"Poland’s newly elected President Karol Nawrocki, a Catholic, attends this year’s Good Friday services Video: Karol Nawrocki",13,860,61,934,"Jun 2, 2025 · 1:52 AM UTC",123,17,
17,JimFergusonUK,"BREAKING: President Nawrocki: “In my Poland, we don’t build migrant integration centres — we build deportation centres for those who threaten our nation.” Poland has chosen strength. Poland is in safe hands. @NawrockiKn",38,1244,84,1366,"Jun 2, 2025 · 5:17 PM UTC",219,33,
18,GregParis75017,"Panie Nawrocki, sprawa jest Akurat tuz po objeciu urzedu Prezydenta RP Pasuje jak ulal do pierwszego ulaskawienia! Konfederata, narkotyki i amunicja Pan przeciez doskonale zna takich typow ze srodowiska z ktorego sie pan wywodzi, prawda?",0,0,0,0,"Jun 3, 2025 · 2:00 PM UTC",237,35,
19,JimFergusonUK,BREAKING: NEW POLISH PRESIDENT CONFRONTS EU OVER SOVEREIGNTY & VALUES President Karol Nawrocki has issued a bold call for Brussels to respect the sovereignty of European nations and uphold Christian values. “Poland will not be dictated to. We will defend our traditions and our right to self-determination.” WHAT THIS MEANS: Poland is signaling a major shift in tone toward the EU Sovereignty and identity are back at the center of European politics Nawrocki is positioning Poland as a voice for cultural conservatism and national rights A new chapter begins — and Poland is stepping forward to lead it.,16,308,38,362,"Jun 3, 2025 · 1:14 PM UTC",603,98,
20,tweet4Anna_NAFO,Aid to Ukraine will not end with the election of President Nawrocki. He is a fierce opponent of Russia. The main problem is that Prime Minister Tusk's pro-European initiatives will be compromised. 🤝,0,0,0,0,"Jun 3, 2025 · 2:00 PM UTC",198,33,
21,Sachinettiyil,"“We cannot remove crosses from Polish offices.” Karol Nawrocki, Poland’s new president",47,1589,140,1776,"Jun 2, 2025 · 1:49 AM UTC",86,12,
22,Marcin6574501,"Panie Krystynie czy kim Ty tam jesteś po drugiej stronie polecam, jak żal dupę ściska że wygrał Nawrocki włożyć sobie korale . One się pięknie przetransponowały w nocy z 1/2 czerwca 2025.",0,1,0,1,"Jun 3, 2025 · 11:50 AM UTC",187,32,
23,gandreou007,PRO-#BITCOIN PRESIDENTIAL CANDIDATE NAWROCKI JUST WON THE POLISH ELECTIONS,0,0,1,1,"Jun 3, 2025 · 2:00 PM UTC",74,9,
24,PasjonataM,"Nowa rozgrywka jaka się zaczeła, to jak szybko i czy uda się zmusić parlament do nowych wyborów parlamentarnych Opcje mamy 3 Samorozwiązanie (większość 2/3, PO ma mniejszość blokującą kilku mandatów) Albo Nawrocki w przyszłym roku może rozwiązać jak nie dogadają budżetu na czas",0,17,11,28,"Jun 3, 2025 · 6:11 AM UTC",278,43,
25,CNEWS,"«Félicitations à la Pologne, vous avez choisi un gagnant !» : Donald Trump salue la victoire du nationaliste Karol Nawrocki à la présidence du pays cnews.fr/monde/2025-06-03/fe…",5,141,9,155,"Jun 3, 2025 · 7:16 AM UTC",177,26,
26,DudekPL4,"W zakładzie psychiatrycznym, dowiedzieli się że wygrał Karol Nawrocki 🤣",9,81,121,211,"Jun 2, 2025 · 10:04 PM UTC",71,10,
27,geertwilderspvv,"President-elect #Nawrocki said earlier: “Let’s help others, but let’s take care of our own citizens first,” “If I become president, I will be guided by a simple but important principle: Poland first, Poles first.” Congratulations Poland, with this patriotic President!",51,2103,292,2446,"Jun 2, 2025 · 10:40 AM UTC",268,40,
28,Inevitablewest,BREAKING: New Polish President Karol Nawrocki demands Ursula & the EU respects European nations sovereignty and Christian values Poland is leading from the front.,50,1437,156,1643,"Jun 3, 2025 · 11:57 AM UTC",162,24,
29,1972tomek,"Karol Nawrocki w przeszłości się starał Żydom przypodobać, ale i tak im najwyraźniej podpadł. Żydowska gazeta właśnie ogłosiła, że jest… tak, rewizjonistą holokaustu. Tak więc droga do ekshumacji w Jedwabnem stoi otworem. timesofisrael.com/conservati…",2,89,22,113,"Jun 3, 2025 · 7:36 AM UTC",251,33,
30,CilComLFC,BREAKING: EU chief Ursula von der Leyen is reportedly “panicking” after Poland’s Presidential Election was won by right-wing nationalist candidate Karol Nawrocki. She considers his victory to be a “threat” to the stability of the European Union. Sounds like good news to me!,467,7752,3094,11313,"Jun 2, 2025 · 5:04 PM UTC",274,43,
31,UpdateNews724,"Poland’s new President Karol Nawrocki: ""My Poland is a Poland without illegal migrants! A Poland with deportation centers for those who want to destroy our safety!""",82,1752,218,2052,"Jun 2, 2025 · 2:43 PM UTC",164,26,
32,MychaProfile,"Absolutnie nie powinno dojść do sytuacji, w której kandydat na Urząd Prezydenta może mieć wątpliwą moralność. Nawrocki, Braun.. Za deptanie samej flagi unijnej powinien zostać wcześniej przez prokuraturę postawiony zarzut. Wszelkie nowinki dostarczane przez prasę również powinny",0,0,0,0,"Jun 3, 2025 · 2:00 PM UTC",279,37,
33,MarigroszekByd,"Ale skąd wiesz, że nawrocki jest ""zaciekłym przeciwniekiem rosji""?",0,0,0,0,"Jun 3, 2025 · 2:00 PM UTC",66,9,
34,JimFergusonUK,BREAKING: NEW POLISH PRESIDENT CONFRONTS EU OVER SOVEREIGNTY & VALUES President Karol Nawrocki has issued a bold call for Brussels to respect the sovereignty of European nations and uphold Christian values. “Poland will not be dictated to. We will defend our traditions and our right to self-determination.” WHAT THIS MEANS: Poland is signaling a major shift in tone toward the EU Sovereignty and identity are back at the center of European politics Nawrocki is positioning Poland as a voice for cultural conservatism and national rights A new chapter begins — and Poland is stepping forward to lead it.,16,308,38,362,"Jun 3, 2025 · 1:14 PM UTC",603,98,
35,GiertychRoman,"Problemem nie jest to, że Nawrocki będzie pisowców ułaskawiał. Bo może to robić dopiero po prawomocnym skazaniu. A te przy obecnym tempie wymiaru sprawiedliwości zapadną już po zakończeniu drugiej kadencji Prezydenta Tuska lub Sikorskiego. Czyli ok. za 15 lat.",26,255,929,1210,"Jun 2, 2025 · 8:45 PM UTC",260,39,
36,eduardomenoni,"| #ULTIMAHORA: Giorgia Meloni, Primera Ministra de Italia, Felicita a Karol Nawrocki, por su triunfo como Presidente electo de Polonia: “Mis mejores deseos para su mandato al frente de una nación con la que compartimos valores comunes y una amistad histórica”.",2,420,2,424,"Jun 2, 2025 · 10:02 PM UTC",260,41,
37,Load newest,Brak treści,0,0,0,0,,11,2,
38,PsyGuy007,"Karol Nawrocki a déclaré : « Ma Pologne est une Pologne sans migrants illégaux. C'est une Pologne où, au lieu de centres d'intégration, il y a des centres de déportation pour ceux qui veulent détruire notre sécurité. » Êtes-vous d’accord avec lui ? A. OUI B. NON",82,1213,1168,2463,"Jun 2, 2025 · 2:32 PM UTC",262,47,
39,Inevitablewest,BREAKING: New Polish President Karol Nawrocki demands Ursula & the EU respects European nations sovereignty and Christian values Poland is leading from the front.,50,1437,156,1643,"Jun 3, 2025 · 11:57 AM UTC",162,24,
40,WojPawelczyk,Fun fact: The new President of Poland Karol Nawrocki is a former boxer 🥊 Strong men create good times!,52,910,169,1131,"Jun 2, 2025 · 11:02 AM UTC",102,19,
41,rafafunt,Czyli Nawrocki wygrał wśród tych którzy nie mogli się wykształcić lub są młodzi i jeszcze nie ukończyli szkół? To co tłumaczy?,0,0,0,0,"Jun 3, 2025 · 2:00 PM UTC",126,21,
42,Sachinettiyil,"“We cannot remove crosses from Polish offices.” Karol Nawrocki, Poland’s new president",47,1589,140,1776,"Jun 2, 2025 · 1:49 AM UTC",86,12,
43,WojciechKucha10,Jak głosowali mali i średni przedsiębiorcy: Rafał Trzaskowski 37.5 % sławomir mentzen 19.9 % karol nawrocki 17.3 %. Głosowali na mentzena i nawrockiego ponieważ chcą niższych podatków. Słyszeli o 5 mentzena ? O antyunijnych i antyukraińskich wypowiedziach nawrockiego?,0,0,0,0,"Jun 3, 2025 · 2:00 PM UTC",268,38,
44,GregParis75017,"Od teraz przy każdej wizycie w Polsce jeśli będę na bazarku czy w małym sklepie, zanim cokolwiek kupię u takiego sprzedawcy poproszę zdjęcie karty wyborczej z pytaniem na kogo zagłosował? Jeśli zakreślił Nawrocki to niczego u takiej osoby nie kupię!",0,21,26,47,"Jun 3, 2025 · 10:02 AM UTC",249,40,
45,JimFergusonUK,"BREAKING: President Nawrocki: “In my Poland, we don’t build migrant integration centres — we build deportation centres for those who threaten our nation.” Poland has chosen strength. Poland is in safe hands. @NawrockiKn",38,1244,84,1366,"Jun 2, 2025 · 5:17 PM UTC",219,33,
46,The_Cactus_News,"Poland Elects: Because Who Needs Unity Anyway? She votes for the city boy, he votes for the farm boy - how quaint. Women fawn over Rafał Trzaskowski, while men rally behind Karol Nawrocki, because stereotypes are alive and well in Poland. The brainiacs with degrees are all about Trzaskowski, but farmers and employees know better, sticking with Nawrocki. And because libertarians love an authoritarian, they're all about Nawrocki too. It's a beautiful display of polarisation, with everyone neatly divided into their respective echo chambers. Nawrocki takes the lead, because who needs a unified Poland anyway? The country is just one big, happy, dysfunctional family - and they're all going to get along just fine, said no one ever. #polandelections #politics #electionresults",0,0,0,0,"Jun 3, 2025 · 2:00 PM UTC",778,121,
47,pnstrzelecki,"Nie sądzę - Nawrocki jest wizerunkowym ""konfiarzem"": niezależnie od decyzji wizerunek i sposób bycia elekta pracuje na Konfę. Kaczyści nie mają niczego do zaoferowania młodemu pokoleniu i tych głosów nie dostaną, a to że Konfa ma największą zdolność koalicyjną wiedzą wszyscy.",0,0,0,0,"Jun 3, 2025 · 2:00 PM UTC",276,41,
48,FinalTelegraph,"President Karol Nawrocki’s demand for EU respect of sovereignty and Christian values is a clarion call for national integrity, and Trump’s influence bolsters this fight. First, Nawrocki’s rejection of EU federalism, like the $1.2T Green Deal, mirrors Trump’s exit from the Paris Accord, saving $500B while prioritizing economic freedom—Poland’s 71% Catholic majority, per Pew Research, demands cultural preservation over Brussels’ secular mandates. Second, Nawrocki’s stance against EU migration policies, withdrawing Poland from the migration pact as noted on X, echoes Trump’s border security success, slashing illegal crossings by 80% in Yuma. This protects Polish identity, as 60% of Poles oppose EU refugee quotas, per Eurobarometer, against Ursula von der Leyen’s open-border push. Third, Nawrocki’s emphasis on sovereignty aligns with Trump’s America First ethos, backed by his 234 judicial appointments to curb globalist overreach. Poland’s $4.1B military buildup, supported by both Nawrocki and Trump, ensures NATO strength without EU dominance, countering Russia’s threat. For more on this patriotic wave, follow @finaltelegraph.",0,8,2,10,"Jun 3, 2025 · 12:01 PM UTC",1139,160,
49,CilComLFC,BREAKING: EU chief Ursula von der Leyen is reportedly “panicking” after Poland’s Presidential Election was won by right-wing nationalist candidate Karol Nawrocki. She considers his victory to be a “threat” to the stability of the European Union. Sounds like good news to me!,467,7752,3095,11314,"Jun 2, 2025 · 5:04 PM UTC",274,43,
50,JackPosobiec,Nawrocki has done it! The nationalist and first-time candidate has just been elected President of Poland,71,5343,304,5718,"Jun 2, 2025 · 9:07 AM UTC",104,16,
51,Inevitablewest,"Polish President Nawrocki: ""My Poland is a Poland where instead of migrant integration centres, there’s deportation centres for those who want to destroy our country!"" Poland is in safe hands.",436,12135,927,13498,"Jun 2, 2025 · 5:05 PM UTC",192,30,
52,Inevitablewest,BREAKING: New Polish President Karol Nawrocki demands Ursula & the EU respects European nations sovereignty and Christian values Poland is leading from the front.,50,1438,156,1644,"Jun 3, 2025 · 11:57 AM UTC",162,24,
53,DolinaRoztoki,Jakby komuś do głowy przychodziły myśli w stylu: dajmy szansę nowemu prezydentowi. Niech dokładnie proprzegląda co jego zaplecze pisało nas w kampanii. #Nawrocki,2,26,5,33,"Jun 3, 2025 · 9:15 AM UTC",161,23,
54,JimFergusonUK,BREAKING: NEW POLISH PRESIDENT CONFRONTS EU OVER SOVEREIGNTY & VALUES President Karol Nawrocki has issued a bold call for Brussels to respect the sovereignty of European nations and uphold Christian values. “Poland will not be dictated to. We will defend our traditions and our right to self-determination.” WHAT THIS MEANS: Poland is signaling a major shift in tone toward the EU Sovereignty and identity are back at the center of European politics Nawrocki is positioning Poland as a voice for cultural conservatism and national rights A new chapter begins — and Poland is stepping forward to lead it.,16,309,38,363,"Jun 3, 2025 · 1:14 PM UTC",603,98,
55,JimFergusonUK,"BREAKING: President Nawrocki: “In my Poland, we don’t build migrant integration centres — we build deportation centres for those who threaten our nation.” Poland has chosen strength. Poland is in safe hands. @NawrockiKn",38,1245,84,1367,"Jun 2, 2025 · 5:17 PM UTC",219,33,
56,Aleks_z_Gryfa,"Trochę się ubawiłam dzisiejszą ""twardą postawą"" prokuratury w stosunku do Brauna. Po pierwsze, to że gość robi co chce - wiemy od dawna. Po drugie - już był zapowiedział, że za współpracę Nawrocki go ułaskawi. Po trzecie - ja Was proszę - Brauna nam rzucają na pocieszenie a Matecki biega uśmiechnięty po kraju? ... że o Łajzie nie wspomnę...",0,7,3,10,"Jun 3, 2025 · 1:23 PM UTC",342,59,
57,Assad,BREAKING: Bitcoin supporter Karol Nawrocki just won the presidential election in Poland! Big win for crypto fans! #Bitcoin #Poland,0,18,18,36,"Jun 3, 2025 · 11:49 AM UTC",130,19,
58,razonmasfe,"El presidente electo de Polonia, Karol Nawrocki, es un católico provida que ha prometido vetar cualquier ley a favor del aborto o la agenda homosexual. Dijo recientemente “No podemos retirar las cruces de las oficinas polacas”.",12,364,22,398,"Jun 2, 2025 · 7:01 PM UTC",227,36,
59,H050322,Pan Jerzy to teraz będzie miał luksus. Pewnie dr Nawrocki weźmie go do Pałacu...,3,38,18,59,"Jun 3, 2025 · 11:00 AM UTC",80,14,
60,AlertaNews24,"| AHORA: El presidente electo de Polonia, Nawrocki: ""Estimado Presidente Zelensky, espero continuar la asociación entre nuestros países, basada en el respeto y el entendimiento mutuos. Creo que se requiere no solo un buen diálogo, sino también resolver problemas históricos pendientes. Polonia ha sido el mayor apoyo de Ucrania contra la agresión rusa; ninguna otra nación comprende esta amenaza mejor que nosotros, y esperamos podamos continuar trabajando juntos por el bien común para resolver el pasado inestable y construir un futuro seguro juntos"".",1,51,11,63,"Jun 3, 2025 · 1:28 PM UTC",553,83,
61,Argenpoirot,"Polonia siempre parece un oasis. Será por como votan. Trzaskowski, de derecha, saco el 50,3% de los votos y Nawrocki, de extrema derecha, saco 49,7% Sin lugar para zurdos",183,3361,529,4073,"Jun 1, 2025 · 7:31 PM UTC",170,29,
62,grok,"The statement attributed to Karol Nawrocki, Poland's new President, about a Poland without illegal migrants and with deportation centers, likely stems from his campaign rhetoric, as reported by X posts from accounts like Visegrád 24 and Nile Gardiner. However, no official transcript or press release confirms the exact wording or context of the statement. It aligns with Nawrocki's hardline immigration stance, backed by the Law and Justice party, but the precise source remains unclear. For verification, check official Polish government sources or recent campaign speeches.",0,0,0,0,"Jun 3, 2025 · 2:00 PM UTC",576,85,
63,1972tomek,"Karol Nawrocki w przeszłości się starał Żydom przypodobać, ale i tak im najwyraźniej podpadł. Żydowska gazeta właśnie ogłosiła, że jest… tak, rewizjonistą holokaustu. Tak więc droga do ekshumacji w Jedwabnem stoi otworem. timesofisrael.com/conservati…",2,89,22,113,"Jun 3, 2025 · 7:36 AM UTC",251,33,
64,CilComLFC,BREAKING: EU chief Ursula von der Leyen is reportedly “panicking” after Poland’s Presidential Election was won by right-wing nationalist candidate Karol Nawrocki. She considers his victory to be a “threat” to the stability of the European Union. Sounds like good news to me!,467,7752,3095,11314,"Jun 2, 2025 · 5:04 PM UTC",274,43,
65,UpdateNews724,"Poland’s new President Karol Nawrocki: ""My Poland is a Poland without illegal migrants! A Poland with deportation centers for those who want to destroy our safety!""",82,1752,218,2052,"Jun 2, 2025 · 2:43 PM UTC",164,26,
66,Load newest,Brak treści,0,0,0,0,,11,2,
67,MychaProfile,"Absolutnie nie powinno dojść do sytuacji, w której kandydat na Urząd Prezydenta może mieć wątpliwą moralność. Nawrocki, Braun.. Za deptanie samej flagi unijnej powinien zostać wcześniej przez prokuraturę postawiony zarzut. Wszelkie nowinki dostarczane przez prasę również powinny",0,0,0,0,"Jun 3, 2025 · 2:00 PM UTC",279,37,
68,MarigroszekByd,"Ale skąd wiesz, że nawrocki jest ""zaciekłym przeciwniekiem rosji""?",0,0,0,0,"Jun 3, 2025 · 2:00 PM UTC",66,9,
69,Inevitablewest,BREAKING: New Polish President Karol Nawrocki demands Ursula & the EU respects European nations sovereignty and Christian values Poland is leading from the front.,50,1440,157,1647,"Jun 3, 2025 · 11:57 AM UTC",162,24,
70,JimFergusonUK,BREAKING: NEW POLISH PRESIDENT CONFRONTS EU OVER SOVEREIGNTY & VALUES President Karol Nawrocki has issued a bold call for Brussels to respect the sovereignty of European nations and uphold Christian values. “Poland will not be dictated to. We will defend our traditions and our right to self-determination.” WHAT THIS MEANS: Poland is signaling a major shift in tone toward the EU Sovereignty and identity are back at the center of European politics Nawrocki is positioning Poland as a voice for cultural conservatism and national rights A new chapter begins — and Poland is stepping forward to lead it.,16,309,38,363,"Jun 3, 2025 · 1:14 PM UTC",603,98,
71,GiertychRoman,"Problemem nie jest to, że Nawrocki będzie pisowców ułaskawiał. Bo może to robić dopiero po prawomocnym skazaniu. A te przy obecnym tempie wymiaru sprawiedliwości zapadną już po zakończeniu drugiej kadencji Prezydenta Tuska lub Sikorskiego. Czyli ok. za 15 lat.",26,255,929,1210,"Jun 2, 2025 · 8:45 PM UTC",260,39,
72,CilComLFC,BREAKING: EU chief Ursula von der Leyen is reportedly “panicking” after Poland’s Presidential Election was won by right-wing nationalist candidate Karol Nawrocki. She considers his victory to be a “threat” to the stability of the European Union. Sounds like good news to me!,467,7752,3095,11314,"Jun 2, 2025 · 5:04 PM UTC",274,43,
73,eduardomenoni,"| #ULTIMAHORA: Giorgia Meloni, Primera Ministra de Italia, Felicita a Karol Nawrocki, por su triunfo como Presidente electo de Polonia: “Mis mejores deseos para su mandato al frente de una nación con la que compartimos valores comunes y una amistad histórica”.",2,420,2,424,"Jun 2, 2025 · 10:02 PM UTC",260,41,
74,PsyGuy007,"Karol Nawrocki a déclaré : « Ma Pologne est une Pologne sans migrants illégaux. C'est une Pologne où, au lieu de centres d'intégration, il y a des centres de déportation pour ceux qui veulent détruire notre sécurité. » Êtes-vous d’accord avec lui ? A. OUI B. NON",82,1213,1168,2463,"Jun 2, 2025 · 2:32 PM UTC",262,47,
75,WojPawelczyk,Fun fact: The new President of Poland Karol Nawrocki is a former boxer 🥊 Strong men create good times!,52,910,169,1131,"Jun 2, 2025 · 11:02 AM UTC",102,19,
76,rafafunt,Czyli Nawrocki wygrał wśród tych którzy nie mogli się wykształcić lub są młodzi i jeszcze nie ukończyli szkół? To co tłumaczy?,0,0,0,0,"Jun 3, 2025 · 2:00 PM UTC",126,21,
77,Sachinettiyil,"“We cannot remove crosses from Polish offices.” Karol Nawrocki, Poland’s new president",47,1589,140,1776,"Jun 2, 2025 · 1:49 AM UTC",86,12,
78,WojciechKucha10,Jak głosowali mali i średni przedsiębiorcy: Rafał Trzaskowski 37.5 % sławomir mentzen 19.9 % karol nawrocki 17.3 %. Głosowali na mentzena i nawrockiego ponieważ chcą niższych podatków. Słyszeli o 5 mentzena ? O antyunijnych i antyukraińskich wypowiedziach nawrockiego?,0,0,0,0,"Jun 3, 2025 · 2:00 PM UTC",268,38,
79,Inevitablewest,BREAKING: New Polish President Karol Nawrocki demands Ursula & the EU respects European nations sovereignty and Christian values Poland is leading from the front.,50,1441,157,1648,"Jun 3, 2025 · 11:57 AM UTC",162,24,
80,Baba_Yaga_bummm,O jaaa. Spierdalajo🥰 Dziękujemy Nawrocki. Pizda z Ukrainca 🥳🥳🥳,15,99,149,263,"Jun 3, 2025 · 7:19 AM UTC",62,9,
81,RadioWNET,"„Wśród elit unijnych pojawiają się głosy, że Polska nie będzie otrzymywać pieniędzy przez to, że wybory wygrał Karol Nawrocki a nie Rafał Trzaskowski” – Jacek Saryusz-Wolski, były wiceprzewodniczący PE @JSaryuszWolski @skowronskiwnet piped.video/watch?v=0aOrchBm…",10,283,52,345,"Jun 3, 2025 · 6:27 AM UTC",263,32,
82,waldemar_buda,"Wiecie dlaczego Tusk nie dowozi obietnic? Blokuje go Karol Nawrocki. A nie przepraszam jeszcze Andrzej Duda, na prawie 100 ustaw wetując 6.",0,63,29,92,"Jun 3, 2025 · 7:21 AM UTC",139,22,
83,WojciechMucha,"Dobra, prostuję. Nawrocki istotnie zamieścił takie zdjęcie, o jakie sapie tu Bart Staszewski. Tyle że odnosi się on do wpisu niejakiego Antoniego Pawlaka, ówczesnego rzecznika Miasta Gdańska. Pawlakowi nie podobało się wówczas, że Nawrocki jako naczelnik OBEN zwołał Pomorski Konrgres Pamięci Narodowej i przedstawił go jako jako zlot bandytów. I tak mu się skojarzyło, że wstawił foto kibiców Lecha, jako jego ilustrację. Nawrocki skrytykował Nowaka, pisząc o ""wymownym"" zdjęciu i pokazując poziom intelektualny jegomościa. O tym, jaki jest ten poziom niech świadczy wczorajszy wpis tego gdańskiego inteligenta (fot 2)",9,140,15,164,"Jun 3, 2025 · 10:09 AM UTC",619,89,
84,Politolog2,Z prof. Dudka wylewa się nienawiść i frustracja. Dlaczego nie mówił takich rzeczy w czasie kampanii? Bo wtedy narracja była inna - Nawrocki chodzi na pasku Kaczyńskiego.,0,0,0,0,"Jun 3, 2025 · 2:00 PM UTC",169,27,
85,DeutscherSchfe3,"Der polnische Präsident Nawrocki: „Mein Polen ist ein Polen, in dem es statt Integrationszentren für Migranten Abschiebezentren für diejenigen gibt, die unser Land zerstören wollen!"" Karol ist ein Schatz.",3,81,12,96,"Jun 3, 2025 · 6:35 AM UTC",204,29,
86,AdamMoczar,"Polish conservative walks across debate stage to his liberal opponent, places an LGBT flag on his podium and says “Here, here is your flag” This great patriot is Karol Nawrocki, elected president of Poland. 🥳",69,1838,204,2111,"Jun 2, 2025 · 6:49 PM UTC",208,35,
87,Inevitablewest,"Polish President Nawrocki: ""My Poland is a Poland where instead of migrant integration centres, there’s deportation centres for those who want to destroy our country!"" Poland is in safe hands.",436,12135,927,13498,"Jun 2, 2025 · 5:05 PM UTC",192,30,
88,DolinaRoztoki,Jakby komuś do głowy przychodziły myśli w stylu: dajmy szansę nowemu prezydentowi. Niech dokładnie proprzegląda co jego zaplecze pisało nas w kampanii. #Nawrocki,2,26,5,33,"Jun 3, 2025 · 9:15 AM UTC",161,23,
89,JimFergusonUK,BREAKING: NEW POLISH PRESIDENT CONFRONTS EU OVER SOVEREIGNTY & VALUES President Karol Nawrocki has issued a bold call for Brussels to respect the sovereignty of European nations and uphold Christian values. “Poland will not be dictated to. We will defend our traditions and our right to self-determination.” WHAT THIS MEANS: Poland is signaling a major shift in tone toward the EU Sovereignty and identity are back at the center of European politics Nawrocki is positioning Poland as a voice for cultural conservatism and national rights A new chapter begins — and Poland is stepping forward to lead it.,16,310,38,364,"Jun 3, 2025 · 1:14 PM UTC",603,98,
