id,username,text,likes,retweets,replies,total_interactions,post_date_iso,text_length,word_count,sentiment_label
34,pikus_pol,"Obaczcie Marszałek zapowiada, że na galerii są uczniowie ze SP w Gdańsku na zaproszenie posła z PL2050. - Kamera najeżdża na uczniów i widać ucznia, który skanduje wraz z posłami - Karol Nawrocki Widząc to, jego nauczycielka nakazuje mu przestać. Chłopak nie przestaje",44,1549,221,1814,"Jun 3, 2025 · 5:05 PM UTC",268,43,
35,HubnerrMax,"Takiej skali reakcji na Prezydenta Elekta RP sobie nie przypominam. Prezydent Litwy, Gitanas Nauseda, zaraz po spotkaniu z Prezydentem Andrzejem Dudą rozmawiał z Karolem Nawrockim. A to bardzo dobra rzecz - Nauseda bardzo dobrze sobie zdaję sprawę z wagi wyboru Nawrockiego.",0,132,8,140,"Jun 3, 2025 · 1:47 PM UTC",274,41,
36,Inevitablewest,BREAKING: New Polish President Karol Nawrocki demands Ursula & the EU respects European nations sovereignty and Christian values Poland is leading from the front.,240,9056,661,9957,"Jun 3, 2025 · 11:57 AM UTC",162,24,
37,MurzynfrogXXX,Pan Nawrocki jeszcze oficjalnie nie objął urzędu a już mamy poradniki jak sport może pomagać w codziennych sytuacjach. Świetna sprawa.,1,1,0,2,"Jun 4, 2025 · 11:07 AM UTC",134,20,
38,ABarta199511,Karol Nawrocki győzelmével Orbán Viktor egy erős szövetségest kapott. Fico már a Visegrádi4 újbóli felélesztéséről beszél.,1,7,8,16,"Jun 2, 2025 · 3:32 PM UTC",122,16,
39,SebastianKrysz2,"Konfederacja wyjebała w powietrze plany budowy centrum logistycznego Lidla w Gietrzwałdzie, poszło się jebać ok. 300 miejsc pracy. Tysiąc osób klaszcze uszami. I my się kurwa dziwimy, że Nawrocki wygrał wybory. Zaorać, nasadzić kartofli i wpuścić dziki.",20,481,198,699,"Jun 3, 2025 · 3:06 PM UTC",253,37,
40,PierreMarionnet,"Karol Nawrocki, le nouveau président polonais, exige qu'Ursula et l'UE respectent la souveraineté des nations européennes et les valeurs chrétiennes. Bravo. Ca part fort !",48,2018,133,2199,"Jun 3, 2025 · 6:10 PM UTC",171,25,
41,Bartek79428481,"Nawrocki wygrał, a wolność słowa zagrożona",0,0,0,0,"Jun 4, 2025 · 11:09 AM UTC",42,6,
42,HolinkaPis,"Daniel Nawrocki szczerze: Tusk źle trafił, bo tata jest twardzielem. A siostra dodawała całej rodzinie energii, siły i uśmiechu wpolityce.pl/polityka/731459…",0,62,1,63,"Jun 4, 2025 · 9:10 AM UTC",157,20,
43,ekazikowska,„Karol Nawrocki prezydentem Polski”.,8,285,47,340,"Jun 3, 2025 · 8:08 AM UTC",36,4,
44,Filip_36,"Moja prognoza II tury: 🟠 Trzaskowski 49,12% Nawrocki 50,88% Karol Nawrocki zostanie Prezydentem RP",15,40,62,117,"Apr 26, 2025 · 12:07 PM UTC",98,14,
45,tomek525,"Europa to grecka filozofia, rzymskie prawo i chrześcijańskie wartości...🫡 tylko tyle i AŻ TYLE @GiorgiaMeloni",8,443,18,469,"Jun 3, 2025 · 4:54 PM UTC",109,15,
46,modrzix,Nawrocki był w 1na1 u Tomasza Lisa 🤣,0,0,0,0,"Jun 4, 2025 · 11:09 AM UTC",36,8,
47,Load newest,Brak treści,0,0,0,0,,11,2,
48,Inevitablewest,BREAKING: New Polish President Karol Nawrocki demands Ursula & the EU respects European nations sovereignty and Christian values Poland is leading from the front.,240,9056,661,9957,"Jun 3, 2025 · 11:57 AM UTC",162,24,
49,RM44590,Karol Nawrocki atakowany przez żydowski brukowiec.,0,39,7,46,"Jun 4, 2025 · 6:12 AM UTC",50,6,
50,WiktoriaKrasno2,Nawrocki u Stanowskiego. Takimi wypowiedziami może zapewni sobie 2 kadencję? Kto wie...,0,0,0,0,"Jun 4, 2025 · 11:09 AM UTC",87,12,
51,rshereme,"An important analysis of what happened in the Polish elections. Some commentators claim that nothing significant occurred — that one PiS-affiliated president, Nawrocki, will simply replace another, Duda. 1/n",13,255,40,308,"Jun 3, 2025 · 3:37 PM UTC",207,29,
52,TheDuranReal,"The Duran: Episode 2242 Poland elections, Nawrocki wins. Is he an Orban or a Meloni?",4,56,18,78,"Jun 4, 2025 · 6:18 AM UTC",84,15,
53,JimFergusonUK,BREAKING: NEW POLISH PRESIDENT CONFRONTS EU OVER SOVEREIGNTY & VALUES President Karol Nawrocki has issued a bold call for Brussels to respect the sovereignty of European nations and uphold Christian values. “Poland will not be dictated to. We will defend our traditions and our right to self-determination.” WHAT THIS MEANS: Poland is signaling a major shift in tone toward the EU Sovereignty and identity are back at the center of European politics Nawrocki is positioning Poland as a voice for cultural conservatism and national rights A new chapter begins — and Poland is stepping forward to lead it.,182,4366,476,5024,"Jun 3, 2025 · 1:14 PM UTC",603,98,
54,PierreMarionnet,"Karol Nawrocki, le nouveau président polonais, exige qu'Ursula et l'UE respectent la souveraineté des nations européennes et les valeurs chrétiennes. Bravo. Ca part fort !",48,2018,133,2199,"Jun 3, 2025 · 6:10 PM UTC",171,25,
55,CilComLFC,BREAKING: EU chief Ursula von der Leyen is reportedly “panicking” after Poland’s Presidential Election was won by right-wing nationalist candidate Karol Nawrocki. She considers his victory to be a “threat” to the stability of the European Union. Sounds like good news to me!,572,9588,3916,14076,"Jun 2, 2025 · 5:04 PM UTC",274,43,
56,WojciechowskavH,"Zdradziecka wobec Polski i Polaków polityka Donalda Tuska widoczna jest gołym okiem. Oczywiste jest też jego rozdygotanie. Większość Polaków zdecydowanie pokazała czerwoną kartkę polskiemu premierowi, który tak zabiegał o domknięcie chorego systemu, który stworzył.",0,20,3,23,"Jun 4, 2025 · 10:16 AM UTC",265,34,
57,TylkoWojtek1,Prezydent Nawrocki poradzi sobie bez takiego “wsparcia”.,0,0,0,0,"Jun 4, 2025 · 11:09 AM UTC",56,7,
58,tomek525,"Żadnych rozmów z ZSL-em czy tzw. trzecią nogą Prawico, najpierw rozmowy o programie i gabinet cieni Na jesieni i tak będą wcześniejsze wybory, na które prezydent Nawrocki musi przygotować referenda, a do tego czasu #koalicja13grudnia zaśmierdnie jak gówno na trawniku",0,15,2,17,"Jun 4, 2025 · 8:37 AM UTC",267,40,
59,sandyN7777,Because the cabal thrives on chaos. Democraps are the minions of the cabal. What do you goyim not understand?,0,0,0,0,"Jun 4, 2025 · 11:08 AM UTC",109,19,
60,LCFreedomXXI,Doktor prezydent Nawrocki jak już,0,0,0,0,"Jun 4, 2025 · 11:08 AM UTC",33,5,
61,eduardomenoni,| ÚLTIMA HORA: El nuevo presidente patriótica de Polonia Karol Nawrocki le exige a la progre Ursula y a la UE que respeten la soberanía de las naciones europeas y los valores cristianos. ¿Estás de acuerdo con este tremendo patriota?,18,1305,77,1400,"Jun 3, 2025 · 2:04 PM UTC",232,40,
62,eduardomenoni,"ÚLTIMA HORA: El nuevo presidente de Polonia, Karol Nawrocki, se une al movimiento de Trump: “HAREMOS QUE EUROPA VUELVA A SER GRANDE, porque eso es lo que Europa merece”",4,641,4,649,"Jun 3, 2025 · 4:29 PM UTC",168,29,
63,HolinkaPis,"Daniel Nawrocki szczerze: Tusk źle trafił, bo tata jest twardzielem. A siostra dodawała całej rodzinie energii, siły i uśmiechu wpolityce.pl/polityka/731459…",0,62,1,63,"Jun 4, 2025 · 9:10 AM UTC",157,20,
64,daniellupinski,"Prostytutki - główny świadek Jacek Murański XD litości bądźmy poważni. Ustawki to nic chwalebnego, ale każdy kto wychował się na blokowisku miał styczność z takimi ludźmi. Pomimo tego Nawrocki zrobił doktorat i został prezesem IPN. Czyli potrafił wyjść na prostą i to jeszcze jak.",0,0,0,0,"Jun 4, 2025 · 11:10 AM UTC",280,44,
65,Inevitablewest,"BREAKING: Poland's new President Nawrocki Erupts after being elected: ""We are going to make Europe Great Again, as that's what Europe deserves!""",39,1834,155,2028,"Jun 3, 2025 · 4:18 PM UTC",144,22,
66,HubnerrMax,"Tymczasem na angielskiej Wikipedii, nasz Prezydent Elekt Karol Nawrocki doczekał się bardzo ładnej notki biograficznej. Duma i serce rośnie.",1,105,3,109,"Jun 4, 2025 · 8:26 AM UTC",140,19,
67,KlubJagiellonsk,"Prawie 80% ankietowanych wyborców @OficjalneZero zagłosowało za Karolem Nawrockim Nawrocki wygrał, ale nie wzbudził entuzjazmu wyborców Choć Andrzej Duda zawetował tylko 6 ustaw obecnego rządu, pokazał słabość rządu Donalda Tuska Zobacz najnowszy #KomentarzMusiałka @Pawel_Musialek YouTube piped.video/WIKrfa7RMSQ?feature…",0,0,0,0,"Jun 4, 2025 · 11:10 AM UTC",322,36,
68,komentatorNaX,Panie prezydencie Karolu Nawrocki gratulujemy 🫡 #Wybory2025 #bazarek,0,70,12,82,"Jun 2, 2025 · 6:49 PM UTC",68,8,
69,trancemasta75,"Sądzi Pani, że w tym bantustanie zależnym od sił zewnętrznych, Kaczafi zarządza czymś więcej niż swoją partią? A może, że Nawrocki to naprawdę kandydat obywatelski? Ważne żeby Nawrocki nie był Dudą-Bis, pozostającym w całkowitej zależności od anglosasów i Chabadziarzy",0,0,0,0,"Jun 4, 2025 · 11:09 AM UTC",268,39,
70,pikus_pol,"Obaczcie Marszałek zapowiada, że na galerii są uczniowie ze SP w Gdańsku na zaproszenie posła z PL2050. - Kamera najeżdża na uczniów i widać ucznia, który skanduje wraz z posłami - Karol Nawrocki Widząc to, jego nauczycielka nakazuje mu przestać. Chłopak nie przestaje",44,1549,221,1814,"Jun 3, 2025 · 5:05 PM UTC",268,43,
71,HubnerrMax,"Takiej skali reakcji na Prezydenta Elekta RP sobie nie przypominam. Prezydent Litwy, Gitanas Nauseda, zaraz po spotkaniu z Prezydentem Andrzejem Dudą rozmawiał z Karolem Nawrockim. A to bardzo dobra rzecz - Nauseda bardzo dobrze sobie zdaję sprawę z wagi wyboru Nawrockiego.",0,132,8,140,"Jun 3, 2025 · 1:47 PM UTC",274,41,
72,Inevitablewest,BREAKING: New Polish President Karol Nawrocki demands Ursula & the EU respects European nations sovereignty and Christian values Poland is leading from the front.,240,9056,661,9957,"Jun 3, 2025 · 11:57 AM UTC",162,24,
73,MurzynfrogXXX,Pan Nawrocki jeszcze oficjalnie nie objął urzędu a już mamy poradniki jak sport może pomagać w codziennych sytuacjach. Świetna sprawa.,1,1,0,2,"Jun 4, 2025 · 11:07 AM UTC",134,20,
74,ABarta199511,Karol Nawrocki győzelmével Orbán Viktor egy erős szövetségest kapott. Fico már a Visegrádi4 újbóli felélesztéséről beszél.,1,7,8,16,"Jun 2, 2025 · 3:32 PM UTC",122,16,
75,SebastianKrysz2,"Konfederacja wyjebała w powietrze plany budowy centrum logistycznego Lidla w Gietrzwałdzie, poszło się jebać ok. 300 miejsc pracy. Tysiąc osób klaszcze uszami. I my się kurwa dziwimy, że Nawrocki wygrał wybory. Zaorać, nasadzić kartofli i wpuścić dziki.",20,481,198,699,"Jun 3, 2025 · 3:06 PM UTC",253,37,
76,PierreMarionnet,"Karol Nawrocki, le nouveau président polonais, exige qu'Ursula et l'UE respectent la souveraineté des nations européennes et les valeurs chrétiennes. Bravo. Ca part fort !",48,2018,133,2199,"Jun 3, 2025 · 6:10 PM UTC",171,25,
77,Bartek79428481,"Nawrocki wygrał, a wolność słowa zagrożona",0,0,0,0,"Jun 4, 2025 · 11:09 AM UTC",42,6,
78,HolinkaPis,"Daniel Nawrocki szczerze: Tusk źle trafił, bo tata jest twardzielem. A siostra dodawała całej rodzinie energii, siły i uśmiechu wpolityce.pl/polityka/731459…",0,62,1,63,"Jun 4, 2025 · 9:10 AM UTC",157,20,
79,Load newest,Brak treści,0,0,0,0,,11,2,
80,ekazikowska,„Karol Nawrocki prezydentem Polski”.,8,285,47,340,"Jun 3, 2025 · 8:08 AM UTC",36,4,
81,Filip_36,"Moja prognoza II tury: 🟠 Trzaskowski 49,12% Nawrocki 50,88% Karol Nawrocki zostanie Prezydentem RP",15,40,62,117,"Apr 26, 2025 · 12:07 PM UTC",98,14,
82,tomek525,"Europa to grecka filozofia, rzymskie prawo i chrześcijańskie wartości...🫡 tylko tyle i AŻ TYLE @GiorgiaMeloni",8,443,18,469,"Jun 3, 2025 · 4:54 PM UTC",109,15,
83,modrzix,Nawrocki był w 1na1 u Tomasza Lisa 🤣,0,0,0,0,"Jun 4, 2025 · 11:09 AM UTC",36,8,
84,Inevitablewest,BREAKING: New Polish President Karol Nawrocki demands Ursula & the EU respects European nations sovereignty and Christian values Poland is leading from the front.,240,9056,661,9957,"Jun 3, 2025 · 11:57 AM UTC",162,24,
85,RM44590,Karol Nawrocki atakowany przez żydowski brukowiec.,0,39,7,46,"Jun 4, 2025 · 6:12 AM UTC",50,6,
86,WiktoriaKrasno2,Nawrocki u Stanowskiego. Takimi wypowiedziami może zapewni sobie 2 kadencję? Kto wie...,0,0,0,0,"Jun 4, 2025 · 11:09 AM UTC",87,12,
87,rshereme,"An important analysis of what happened in the Polish elections. Some commentators claim that nothing significant occurred — that one PiS-affiliated president, Nawrocki, will simply replace another, Duda. 1/n",13,255,40,308,"Jun 3, 2025 · 3:37 PM UTC",207,29,
88,TheDuranReal,"The Duran: Episode 2242 Poland elections, Nawrocki wins. Is he an Orban or a Meloni?",4,56,18,78,"Jun 4, 2025 · 6:18 AM UTC",84,15,
89,JimFergusonUK,BREAKING: NEW POLISH PRESIDENT CONFRONTS EU OVER SOVEREIGNTY & VALUES President Karol Nawrocki has issued a bold call for Brussels to respect the sovereignty of European nations and uphold Christian values. “Poland will not be dictated to. We will defend our traditions and our right to self-determination.” WHAT THIS MEANS: Poland is signaling a major shift in tone toward the EU Sovereignty and identity are back at the center of European politics Nawrocki is positioning Poland as a voice for cultural conservatism and national rights A new chapter begins — and Poland is stepping forward to lead it.,182,4367,476,5025,"Jun 3, 2025 · 1:14 PM UTC",603,98,
90,PierreMarionnet,"Karol Nawrocki, le nouveau président polonais, exige qu'Ursula et l'UE respectent la souveraineté des nations européennes et les valeurs chrétiennes. Bravo. Ca part fort !",48,2018,133,2199,"Jun 3, 2025 · 6:10 PM UTC",171,25,
91,CilComLFC,BREAKING: EU chief Ursula von der Leyen is reportedly “panicking” after Poland’s Presidential Election was won by right-wing nationalist candidate Karol Nawrocki. She considers his victory to be a “threat” to the stability of the European Union. Sounds like good news to me!,572,9588,3916,14076,"Jun 2, 2025 · 5:04 PM UTC",274,43,
92,WojciechowskavH,"Zdradziecka wobec Polski i Polaków polityka Donalda Tuska widoczna jest gołym okiem. Oczywiste jest też jego rozdygotanie. Większość Polaków zdecydowanie pokazała czerwoną kartkę polskiemu premierowi, który tak zabiegał o domknięcie chorego systemu, który stworzył.",0,20,3,23,"Jun 4, 2025 · 10:16 AM UTC",265,34,
93,TylkoWojtek1,Prezydent Nawrocki poradzi sobie bez takiego “wsparcia”.,0,0,0,0,"Jun 4, 2025 · 11:09 AM UTC",56,7,
94,tomek525,"Żadnych rozmów z ZSL-em czy tzw. trzecią nogą Prawico, najpierw rozmowy o programie i gabinet cieni Na jesieni i tak będą wcześniejsze wybory, na które prezydent Nawrocki musi przygotować referenda, a do tego czasu #koalicja13grudnia zaśmierdnie jak gówno na trawniku",0,15,2,17,"Jun 4, 2025 · 8:37 AM UTC",267,40,
95,sandyN7777,Because the cabal thrives on chaos. Democraps are the minions of the cabal. What do you goyim not understand?,0,0,0,0,"Jun 4, 2025 · 11:08 AM UTC",109,19,
96,Zlatti_71,"Duda tried to convince Nawrocki that Ukraine should be accepted into NATO - RFM24 ‘Will the position of the elected president change? It is difficult for me to predict this today. What is President Duda’s position? For many years, it has been consistent that Ukraine should gravitate towards NATO, towards the European Union’ - said Małgorzata Paprocka from the presidential chancellery. - SK",0,2,1,3,"Jun 4, 2025 · 10:39 AM UTC",392,63,
97,JGromadzinski,To jest bardzo niebezpieczna sytuacja dla bezpieczeństwa państwa! Pytanie jest tylko jedno: Gdzie były służby?,1,53,28,82,"Jun 4, 2025 · 10:21 AM UTC",110,15,
98,PasjonataM,"Oczywiście to są patostreamerzy, ale moment mnie bawi. Tuż po tym jak ponownie ich zauważono, bo ze wszech sił wspierali Nawrockiego. Wcześniej miesiącami na ich patostreamy prokuratura nie zwracała uwagi, dopóki nie usłyszeli ""Nawrocki"" ;)))",0,16,5,21,"Jun 4, 2025 · 9:02 AM UTC",242,35,
99,MarcinBosacki,"Jeśli mówicie, że pan Nawrocki będzie prezydentem wszystkich obywateli RP, to niech Pan jednocześnie nie nazywa 11 milionów wyborców demokratów, więcej niż dostał Nawrocki, obraźliwie wyborcami „koalicji 13 grudnia” - mówiłem do posła PiS Ociepy w @faktypofaktach @tvn24",3,132,79,214,"Jun 3, 2025 · 1:37 PM UTC",270,38,
100,JimFergusonUK,BREAKING: NEW POLISH PRESIDENT CONFRONTS EU OVER SOVEREIGNTY & VALUES President Karol Nawrocki has issued a bold call for Brussels to respect the sovereignty of European nations and uphold Christian values. “Poland will not be dictated to. We will defend our traditions and our right to self-determination.” WHAT THIS MEANS: Poland is signaling a major shift in tone toward the EU Sovereignty and identity are back at the center of European politics Nawrocki is positioning Poland as a voice for cultural conservatism and national rights A new chapter begins — and Poland is stepping forward to lead it.,182,4367,476,5025,"Jun 3, 2025 · 1:14 PM UTC",603,98,
101,jakubbandura1,"Wstawiając Wysocką-Schnepf, Pawlicką i innych. No i mamy co mamy. Wyszedł Nawrocki.",0,0,0,0,"Jun 4, 2025 · 11:10 AM UTC",83,12,
102,skrupulatny,"Długo nie potrafiłem sobie uświadomić, dlaczego tak bardzo przekonujące są zapewnienia pisowców, że Nawrocki będzie łączył Polaków i zakończy podziały jako kandydat obywatelski. I właśnie to sobie uświadomiłem, Dlatego:",0,59,12,71,"Jun 3, 2025 · 12:58 PM UTC",219,29,
103,daniellupinski,"Prostytutki - główny świadek Jacek Murański XD litości bądźmy poważni. Ustawki to nic chwalebnego, ale każdy kto wychował się na blokowisku miał styczność z takimi ludźmi. Pomimo tego Nawrocki zrobił doktorat i został prezesem IPN. Czyli potrafił wyjść na prostą i to jeszcze jak.",0,0,0,0,"Jun 4, 2025 · 11:10 AM UTC",280,44,
104,Inevitablewest,"BREAKING: Poland's new President Nawrocki Erupts after being elected: ""We are going to make Europe Great Again, as that's what Europe deserves!""",39,1834,155,2028,"Jun 3, 2025 · 4:18 PM UTC",144,22,
105,HubnerrMax,"Tymczasem na angielskiej Wikipedii, nasz Prezydent Elekt Karol Nawrocki doczekał się bardzo ładnej notki biograficznej. Duma i serce rośnie.",1,105,3,109,"Jun 4, 2025 · 8:26 AM UTC",140,19,
106,KlubJagiellonsk,"Prawie 80% ankietowanych wyborców @OficjalneZero zagłosowało za Karolem Nawrockim Nawrocki wygrał, ale nie wzbudził entuzjazmu wyborców Choć Andrzej Duda zawetował tylko 6 ustaw obecnego rządu, pokazał słabość rządu Donalda Tuska Zobacz najnowszy #KomentarzMusiałka @Pawel_Musialek YouTube piped.video/WIKrfa7RMSQ?feature…",0,0,0,0,"Jun 4, 2025 · 11:10 AM UTC",322,36,
107,komentatorNaX,Panie prezydencie Karolu Nawrocki gratulujemy 🫡 #Wybory2025 #bazarek,0,70,12,82,"Jun 2, 2025 · 6:49 PM UTC",68,8,
