id,username,text,likes,retweets,replies,total_interactions,post_date_iso,text_length,word_count,sentiment_label
21,lngjicn125142,"wow, jestem taki mądry, głosy tutaj to jest jakieś 30-40 tysięcy głosów? A iloma głosami wygrał Nawrocki? 370 tysiącami? Inna sprawa, że to są oczywiście gminy, którym rządzący okazują pogardę i których głosu się nie słucha. Wygrała demokracja. Szok.",0,0,0,0,"Jun 3, 2025 · 10:00 AM UTC",250,39,
22,Jowita_W_,Karol Nawrocki człowiek z przepowiedni.,22,437,18,477,"Jun 1, 2025 · 11:34 PM UTC",39,5,
23,retardowanie,Jeżeli Nawrocki został prezydentem to może i ja dostanę pracę kierowcy autobusu bez prawa jazdy,2,84,7,93,"Jun 2, 2025 · 11:17 AM UTC",95,15,
24,ToNiePrzejdzie,"Okres pracy Nawrockiego w Grand Hotelu przypada kilka lat później, tj w 2006-2007 r. gdy Nawrocki był na studiach. Ukończył je w 2008. Nawroccy byli więc ze sobą od kilku lat, gdy Karol trudnił się sutenerstwem. Pamiętajmy też że do tej branży nie wchodzi się z ulicy. (2/4",0,1,1,2,"Jun 3, 2025 · 9:57 AM UTC",273,48,
25,ekazikowska,„Karol Nawrocki prezydentem Polski”.,4,194,24,222,"Jun 3, 2025 · 8:08 AM UTC",36,4,
26,Tomasz5ek,"""Polska pękła"", ""Polska może przestać wspierać Kijów"" - cieszą się media Kremla po zwycięstwie @NawrockiKn Putinowska agencja TASS obszernie nagłaśnia antyukraińską postawę Nawrockiego. I przypomina, że Rosja wciąż walczy z Ukraińską Powstańczą Armią, podobnie jak Nawrocki.",7,224,34,265,"Jun 3, 2025 · 5:30 AM UTC",274,36,
27,xOstatniaProsta,"Rafał Trzaskowski wygrał wśród przestępców (wszystkie więzienia) Karol Nawrocki wygrał wśród żołnierzy (Kosowo, gm. Dubicze Cerkiewne)",3,468,30,501,"Jun 2, 2025 · 7:59 AM UTC",134,16,
28,KrzysztofLipiec,Starachowice. Dr Karol Nawrocki Prezydentem Polski Dziękujmy za wszystkie głosy oddane na dr. Karola Nawrockiego. #Nawrocki2025 #DrużynaNawrockiego #świętokrzyskie,0,5,0,5,"Jun 2, 2025 · 2:40 PM UTC",163,18,
29,1313wad,"Co takie bzdury pisać w Polsce gminnej, całej Polsce wygrał Nawrocki.",0,0,0,0,"Jun 3, 2025 · 10:00 AM UTC",69,11,
30,MarionVanR,"Le président de la Pologne Karol Nawrocki a de trumpiste une admiration pour le président et l’indifférence à la vérité des faits. “Historien”, il a inventé un auteur pour tresser ses propres louanges et a colorié de nationalisme le musée de la 2e guerre mondiale de Gdansk.",0,10,0,10,"Jun 3, 2025 · 9:37 AM UTC",274,47,
31,MorawieckiM,"Myśląc o wygranej @NawrockiKn warto pamiętać, że wygrał nie tylko z Rafałem Trzaskowskim. Karol Nawrocki walczył i zwyciężył z całym gigantycznym systemem medialnym stworzonym przez architektów III RP, służącym zachowaniu ich wpływów i przywilejów. Większa część tego układu medialnego jest kontrolowana przez zagraniczny kapitał, od lat zaangażowany w walkę nie tylko z polską tożsamością, tradycją i patriotyzmem, ale też z polskim interesem narodowym. Wszyscy pamiętamy ckliwe teksty Onetu na temat losu biednych hitlerowskich żołnierzy spędzających w okupowanej Polsce smutne Święta Bożego Narodzenia. Albo reportaże TVN i TVN24 o rzekomych wyznawcach nazizmu w Polsce, świętujących w jakimś lesie urodziny Hitlera nad tortem złożonym z wafelków ułożonych w swastykę. O roli Gazety Wyborczej w atakowaniu i wyśmiewaniu zwykłych ludzi w Polsce lokalnej czy powiatowej nawet nie ma już sensu wspominać. Dzisiaj ten układ medialny został pokonany, nie może otrząsnąć się ze zdziwienia. Może nie nuci „jak do tego doszło, nie wiem”, bo przecież tym też gardzi. Ale jest w szoku! Zderzyć się z tym systemem i wygrać, to zwycięstwo podwójne. Być może nawet zwycięstwo przełomowe, bo polską demokrację uratowały liczne, nowe, niezależne inicjatywy medialne, przede wszystkim w internecie. To prawdziwe oazy wolnej, nieskrępowanej debaty, gdzie można ścierać się na poglądy i opinie, a od widza zależy, jak kogo oceni. W tym samym czasie sieć zalewana była finansowaną nielegalnie niby pro frekwencyjną kampanią, w której atakowani byli Karol Nawrocki i @SlawomirMentzen, a wychwalany Rafał Trzaskowski. A wszystko to bez jakiejkolwiek reakcji państwowego @NASK_pl i celowym wyciszaniu sprawy przez medialny układ III RP. Dlatego tak wielkie znaczenie mają dla nas także @RepublikaTV i @wPolscepl, które po nielegalnym przejęciu przez władzę TVP zdołały zbudować swoją siłę i zasięgi. Ład medialny w Polsce został stworzony przez salon III RP dla ochrony jego interesów. Wygrana Karola Nawrockiego jest początkiem trwałej zmiany i zakwestionowaniem siły tego układu. Mam też nadzieje, że za Atlantyk będzie coraz silniej docierać będzie świadomość, że należący do amerykańskiego kapitału TVN jest w Polsce odpowiedzialny za prowadzenie de facto antyamerykańskiej narracji. Co będzie dalej? Musimy walczyć dalej i pilnować Polski!",13,613,259,885,"Jun 2, 2025 · 2:30 PM UTC",2325,336,
32,JanKot07,"Polska staje się ""sławna"" w świecie...🤔 W Ameryce piszą o nowym prezydencie... Tłumaczenie dla pisowskiego elektoratu który przecież nie zna angielskiego: ""Antyeuropejski chuligan stadionowy, sutener Karol Nawrocki wygrywa wybory prezydenckie w Polsce o włos""...",0,12,0,12,"Jun 3, 2025 · 8:01 AM UTC",262,34,
33,mmagierowski,"""Branding Nawrocki as “populist,” “hard-core Euroskeptic,” “far right,” “pro-Putin,” or “Trumpian” is preposterous. Polish politics is too complex to indulge in such simplistic terms"". My comment (and some of my colleagues') for @AtlanticCouncil atlanticcouncil.org/blogs/ne…",16,380,42,438,"Jun 2, 2025 · 5:46 PM UTC",275,34,
34,f_philippot,"Excellente nouvelle ! L’européiste pro-guerre a perdu la présidentielle en #Pologne et c’est Karol #Nawrocki, qui n’enverra aucune troupe en #Ukraine et refuse formellement toute « Europe de la Défense » qui vient d’être élu président ! (cf : franceinfo.fr/monde/europe/u…) Il n’est certes pas parfait mais largement préférable à son adversaire et surtout il pourra bloquer l’affreux 1er ministre #Tusk, euromondialiste de la pire espèce ! L’UE et les fous de guerre en PLS ce matin !",44,1540,210,1794,"Jun 2, 2025 · 6:34 AM UTC",484,77,
35,poldek34,"A Nawrocki wypowiadając to zdanie mówił, że to z Biblii? c W Biblii jest wiele cytatów, np. ""oddalił się, potem poszedł i powiesił się"", a w innym miejscu: ""Idź i ty czyń podobnie"". Także teges..",0,0,0,0,"Jun 3, 2025 · 10:00 AM UTC",195,35,
36,Inevitablewest,"Polish President Nawrocki: ""My Poland is a Poland where instead of migrant integration centres, there’s deportation centres for those who want to destroy our country!"" Poland is in safe hands.",378,10895,834,12107,"Jun 2, 2025 · 5:05 PM UTC",192,30,
37,FremdenlegionPL,PKN - Prezydent Karol Nawrocki Dawno nie czułem takiej ulgi. Tusk i jego świta milczą. Ta cisza aż wyje 🫠 #WyboryPrezydenckie2025,0,115,18,133,"Jun 2, 2025 · 6:52 AM UTC",129,21,
38,TABochenski,Tusk zafundował Polakom najbardziej nieuczciwe wybory w historii. A Karol Nawrocki i tak wygrał.,7,309,26,342,"Jun 2, 2025 · 6:31 PM UTC",96,14,
39,terecha503,"Sam tusk przekonywał was ,że nawrocki to gangster.🤣🤣🤣",0,0,0,0,"Jun 3, 2025 · 10:01 AM UTC",53,8,
40,Inevitablewest,"Polish President Nawrocki: ""My Poland is a Poland where instead of migrant integration centres, there’s deportation centres for those who want to destroy our country!"" Poland is in safe hands.",378,10897,834,12109,"Jun 2, 2025 · 5:05 PM UTC",192,30,
41,KralaPiotr25421,"Imbecylu, Nawrocki wygrał glosami prawicowego betonu wiochy i konfederacji. Naprawdę jesteś aż tak prymitywnie glupi i tego nie rozumiesz?",0,0,0,0,"Jun 3, 2025 · 10:01 AM UTC",138,19,
42,jkardanowski,"Karol Nawrocki został Prezydentem. Cieszę się i serdecznie gratuluję. Podobnie jak 5 lat temu o wyborze zadecydowało poparcie wsi i rolników. Dziękuję wszystkim, którzy mnie posłuchali. Prezydent Nawrocki to patriota. Odważny i odporny . Wierzę, że się na nim nie zawiedziemy.",1,201,15,217,"Jun 2, 2025 · 5:01 PM UTC",276,41,
43,_Afraniusz,"Mam pomysł. Chciałbym aby powstał DPS Działacze Przeciwko Sutenerowi Chodzilibyśmy wszędzie, gdzie się będzie pojawiał Nawrocki z takimi hasłami i transparentami. Niech nas pozwie w końcu. I niech sąd rozstrzygnie, czy to prawda. Ktoś by się zapisał?",0,6,1,7,"Jun 3, 2025 · 9:54 AM UTC",250,37,
44,cpt_davidov,Karol Nawrocki maczał palce w sprawie Manfrediego i Johnsona,8,299,30,337,"Jun 2, 2025 · 8:31 PM UTC",60,9,
45,PiotrSpik72,Zobaczcie. Karol Nawrocki wyrwie Polskę z tego neobolszewickiego terroru.,0,13,2,15,"Jun 2, 2025 · 5:37 PM UTC",73,9,
46,45johnmac,Congratulations to Poland and good luck to Karol Nawrocki who will put polish people first.,0,26,2,28,"Jun 3, 2025 · 8:51 AM UTC",91,15,
47,szykom89,"Marian Opania o Polakach: ""Coś okropnego, jak ten naród zmalał, dopasował się mentalnie do kurdupla, skarlał za judaszowe srebrniki..."" Jest coś w tym. Taka niestety jest prawda... #Wybory2025 @NawrockiKn #WyboryPrezydenckie2025 #PiS #nawrocki #Prezydent2025 @pisorgpl",0,29,1,30,"Jun 2, 2025 · 8:38 PM UTC",268,34,
48,das__erwachen,Polen: Tusk will nach Präsidentschaftswahl Vertrauensfrage stellen Der Sieg des rechtskonservativen Präsidentschaftskandidaten Karol #Nawrocki in #Polen setzt die pro-europäische Regierung von Premierminister Donald #Tusk unter Druck.,0,0,0,0,"Jun 3, 2025 · 10:01 AM UTC",234,26,
49,visegrad24,"Trump sends a message to Poland and its new President Karol Nawrocki: “Congratulations, Poland — you picked a WINNER!”",5,66,37,108,"Jun 3, 2025 · 8:50 AM UTC",118,19,
50,Georg_Pazderski,"Der polnische Präsident Karol Nawrocki gibt die Richtung vor: „Mein Polen ist ein Polen ohne illegale Einwanderer. Es ist ein Polen, in dem es statt Integrationszentren Abschiebezentren für diejenigen gibt, die unsere Sicherheit zerstören wollen.“",19,630,110,759,"Jun 2, 2025 · 7:56 PM UTC",247,35,
51,A_Traczyk,"Prawda, że Nawrocki fiknął prezesowi z tym Kuchcińskim, ale i prezes wystawił go na najsięższą możliwą próbę, może poza Markiem Suskim.",1,3,9,13,"Jun 3, 2025 · 7:55 AM UTC",135,21,
52,FridaEsp_,El candidato conservador Karol Nawrocki ganó las elecciones en Polonia Un golpe al globalismo,0,22,3,25,"Jun 2, 2025 · 2:47 PM UTC",93,14,
53,diogeneingiro,"#Polonia,#Nawrocki: dopo un ballottaggio al cardiopalma, il candidato conservatore e #prolife, la spunta sul suo rivale europeista e #prolgbt. Sposato, è padre di tre figli di cui uno non biologico che poteva non essere vivo. #LGBTQIA, #UE, #PD, #sinistra e #woke in lacrime",0,0,0,0,"Jun 3, 2025 · 10:01 AM UTC",274,43,
54,Vivek4real_,PRO #BITCOIN PRESIDENTIAL CANDIDATE NAWROCKI JUST WON THE POLISH ELECTION. HERE WE GO!!!,6,337,102,445,"Jun 2, 2025 · 8:09 AM UTC",88,13,
55,AEBPITOU,Poolse regering van de liberale premier Donald Tusk mag vooral sabotage verwachten van de nipt verkozen uiterst rechtse president Karol Nawrocki! Polen blijft 50/50 op de wip zitten tussen pro en contra EU. Dan is het moeilijk om politiek te bedrijven voor de 6de economie van EU.,0,0,0,0,"Jun 3, 2025 · 10:00 AM UTC",280,47,
56,Load newest,Brak treści,0,0,0,0,,11,2,
57,CilComLFC,"Poland’s new President Karol Nawrocki: - Described as patriotic, pro-Christian and supportive of Donald Trump. - Opposes abortion and same-sex marriage. - Opposes the sexualization of children by LGBT groups. - Plans to build Deportation Centres. Poland has been SAVED!",24,875,136,1035,"Jun 2, 2025 · 7:48 PM UTC",269,40,
58,Inevitablewest,"Polish President Nawrocki: ""My Poland is a Poland where instead of migrant integration centres, there’s deportation centres for those who want to destroy our country!"" Poland is in safe hands.",378,10898,834,12110,"Jun 2, 2025 · 5:05 PM UTC",192,30,
59,Tomek946982,"Mocne słowa jak na kogoś, kogo środowisko śpiewa ""jebać PiS"", albo atakuje 10 letnią córkę Nawrockiego. Po prostu ludzie uznali, że Nawrocki ma tego szacunku dla innego człowieka więcej niż vicetusk.",0,0,0,0,"Jun 3, 2025 · 10:00 AM UTC",199,31,
60,_Afraniusz,"Mam pomysł. Chciałbym aby powstał DPS Działacze Przeciwko Sutenerowi Chodzilibyśmy wszędzie, gdzie się będzie pojawiał Nawrocki z takimi hasłami i transparentami. Niech nas pozwie w końcu. I niech sąd rozstrzygnie, czy to prawda. Ktoś by się zapisał?",0,6,1,7,"Jun 3, 2025 · 9:54 AM UTC",250,37,
61,cool_coaching,@carmenvalero20 cómo se le ocurre citar a 1) acusaciones que se han presentado para hundir al candidato presidencial Karol Nawrocki and la sucia campaña electoral como se fueran verdad!? 2) Rzeczpospolita es un periódico manipulado y de poca vergüenza. @TVRepublikapl,0,0,0,0,"Jun 3, 2025 · 10:00 AM UTC",267,40,
62,MarekWoch2,".Zgodnie z życzeniami w #Końskich 28 maja 2025 r. Prezydentem RP został dr Karol Nawrocki 🤗 W gminie Kąkolewnica, rozsławionej przez dr Marek Woch, dr Karol Nawrocki odniósł druzgocące zwycięstwo 85,8 proc. głosów zdobył w gminie Kąkolewnica (woj. lubelskie) dr Karol Nawrocki. Wieś Kąkolewnica stała się znana w tej kampanii wyborczej dzięki bezpartyjnemu kandydatowi na prezydenta Markowi Wochowi. Woch, który w błyskotliwy sposób ośmieszył na debacie TV Republika Szymona Hołownię, przed II turą poparł Karola Nawrockiego. Wyniki II tury wyborów w gminie Kąkolewnica podał na portalu X sam Marek Woch: Karol Nawrocki: 85,80% Rafał Trzaskowski: 14,20% Zwycięstwo Karola Nawrockiego było wręcz miażdżące. Po tym, jak przed drugą turą wyborów - w Końskich - Woch poparł Nawrockiego, mainstreamowi komentatorzy wyśmiewali to zdarzenie, wskazując na niewielką liczbę głosów zdobytych przez Wocha w I turze. Okazało się jednak, że w II turze - gdy dosłownie liczył się każdy głos - poparcie Nawrockiego przez Wocha było na wagę złota - Niezalezna.pl #MarekWoch Marek Woch - Kandydat na Prezydenta Rzeczypospolitej Polskiej 2025 Moja Miejscowość Kąkolewnica #KarolNawrocki #PrezydentRP niezalezna.pl/polityka/w-gmi… @niezaleznapl",2,115,29,146,"Jun 2, 2025 · 1:20 PM UTC",1225,174,
63,pfigueiredo08,"Apesar de toda parcialidade do judiciário, da influência globalista (com direito a dinheiro de Soros, Clinton e Obama), da perseguição política que chegou a botar até padre na cadeia, o candidato da direita Nawrocki foi eleito presidente da Polônia com 50.9% dos votos. É uma das eleições mais importantes da Europa pois é o país no limite do continente, extremamente religioso e fiel da balança da EU. Falarei mais amanhã!",14,1759,120,1893,"Jun 2, 2025 · 1:05 PM UTC",423,70,
64,Baba_Yaga_bummm,O jaaa. Spierdalajo🥰 Dziękujemy Nawrocki. Pizda z Ukrainca 🥳🥳🥳,0,25,33,58,"Jun 3, 2025 · 7:19 AM UTC",62,9,
65,Ad_Vitam44_,"« Ma Pologne, c’est une Pologne sans immigration illégale. Ce n’est pas de centres d’intégration que nous avons besoin, mais de centres de déportation pour ceux qui menacent notre sécurité. » Karol Nawrocki Nous devons faire la même chose en France, partout en Europe , et maintenant……….. 🤍",3,77,9,89,"Jun 3, 2025 · 5:17 AM UTC",290,48,
66,AdamMoczar,"Polish conservative walks across debate stage to his liberal opponent, places an LGBT flag on his podium and says “Here, here is your flag” This great patriot is Karol Nawrocki, elected president of Poland. 🥳",46,1234,146,1426,"Jun 2, 2025 · 6:49 PM UTC",208,35,
67,RadioWNET,"„Wśród elit unijnych pojawiają się głosy, że Polska nie będzie otrzymywać pieniędzy przez to, że wybory wygrał Karol Nawrocki a nie Rafał Trzaskowski” – Jacek Saryusz-Wolski, były wiceprzewodniczący PE @JSaryuszWolski @skowronskiwnet piped.video/watch?v=0aOrchBm…",4,130,26,160,"Jun 3, 2025 · 6:27 AM UTC",263,32,
68,ekazikowska,„Karol Nawrocki prezydentem Polski”.,4,194,24,222,"Jun 3, 2025 · 8:08 AM UTC",36,4,
69,ArturStelmasiak,"Ta mapa robi wrażenie. Przewaga gmin, w których #Nawrocki wygrał jest miażdżąca. 🟥#Trzaskowski 🟦 #Nawrocki",2,84,12,98,"Jun 3, 2025 · 7:08 AM UTC",106,15,
70,EwaZamojska,"Nawrocki nie zgodził się, aby Kuchciński pełnił funkcję ministra w jego kancelarii. Już się zerwał ze smyczy? Jak bardzo nie jest mi przykro. Jarku, a może mu podsunąć łupieżowego?",6,48,57,111,"Jun 3, 2025 · 6:18 AM UTC",180,29,
71,Cenckiewicz,"Pan Prezydent elekt dr Karol Nawrocki @NawrockiKn bez śladu zmęczenia, za to ja odpocząć muszę po tej kampanii :)",6,417,122,545,"Jun 3, 2025 · 7:48 AM UTC",113,19,
72,BTC_Archive,BREAKING: Poland just elected pro-Bitcoin Presidential candidate Karol Nawrocki. “Poland should be a birthplace of innovation rather than regulation.”,18,592,173,783,"Jun 2, 2025 · 8:56 AM UTC",150,19,
73,SlaskMemes,"Było to ukrywane przez wszystkie strony (co tylko pokazuje hermetyczność naszych środowisk), ale skoro mamy już wyniki to można o tym powiedzieć głośno. Wiecie, że Karol Nawrocki był na okładce znanego i lubianego To my kibice, a jego historia była inspiracją dla twórców oprawy?",16,49,24,89,"Jun 2, 2025 · 11:00 AM UTC",279,44,
74,bennyjohnson,BREAKING: Trump-backed right-winger Karol Nawrocki secures victory in Polish presidential election.,24,1229,200,1453,"Jun 2, 2025 · 12:41 PM UTC",99,11,
75,AdamMoczar,"Polish conservative walks across debate stage to his liberal opponent, places an LGBT flag on his podium and says “Here, here is your flag” This great patriot is Karol Nawrocki, elected president of Poland. 🥳",46,1235,146,1427,"Jun 2, 2025 · 6:49 PM UTC",208,35,
76,TRatajek68831,"Płk. Szota, wziąłbyś mi zapłacił za kurestwo sercanów w klasztorze w 1997 roku. Dymasz mnie łotrze tajnie, nie płacisz za testy i eksperymenty i nie płacisz za tych zwyroli w czarnych kieckach. Napraw to, ścigaj pedofili i przestępców PL. Ciekawe czy Nawrocki będzie ich ścigał...",0,0,0,0,"Jun 3, 2025 · 10:01 AM UTC",280,45,
77,CilComLFC,BREAKING: EU chief Ursula von der Leyen is reportedly “panicking” after Poland’s Presidential Election was won by right-wing nationalist candidate Karol Nawrocki. She considers his victory to be a “threat” to the stability of the European Union. Sounds like good news to me!,418,6938,2760,10116,"Jun 2, 2025 · 5:04 PM UTC",274,43,
78,RadioWNET,"„Wśród elit unijnych pojawiają się głosy, że Polska nie będzie otrzymywać pieniędzy przez to, że wybory wygrał Karol Nawrocki a nie Rafał Trzaskowski” – Jacek Saryusz-Wolski, były wiceprzewodniczący PE @JSaryuszWolski @skowronskiwnet piped.video/watch?v=0aOrchBm…",4,131,26,161,"Jun 3, 2025 · 6:27 AM UTC",263,32,
79,Inevitablewest,"Polish President Nawrocki: ""My Poland is a Poland where instead of migrant integration centres, there’s deportation centres for those who want to destroy our country!"" Poland is in safe hands.",378,10899,834,12111,"Jun 2, 2025 · 5:05 PM UTC",192,30,
80,TrendingOnWiki,"Trending in #Poland on Jun 2, 2025 Karol Nawrocki motion of confidence Rafał Trzaskowski list of Polish heads of state Discover more on trendingon.wiki/en/trends/po…",0,0,0,0,"Jun 3, 2025 · 10:01 AM UTC",165,24,
81,mkupkatx,"Karol Nawrocki, The new Conservative Polish president is very anti-Russia.",0,0,0,0,"Jun 3, 2025 · 10:01 AM UTC",74,10,
82,szykom89,"Marian Opania o Polakach: ""Coś okropnego, jak ten naród zmalał, dopasował się mentalnie do kurdupla, skarlał za judaszowe srebrniki..."" Jest coś w tym. Taka niestety jest prawda... #Wybory2025 @NawrockiKn #WyboryPrezydenckie2025 #PiS #nawrocki #Prezydent2025 @pisorgpl",0,30,1,31,"Jun 2, 2025 · 8:38 PM UTC",268,34,
83,micha78786,Ciebie Matecki Nawrocki nie ułaskawi bo jesteś menda.,0,0,0,0,"Jun 3, 2025 · 10:01 AM UTC",53,8,
84,Cenckiewicz,"Pan Prezydent elekt dr Karol Nawrocki @NawrockiKn bez śladu zmęczenia, za to ja odpocząć muszę po tej kampanii :)",6,417,122,545,"Jun 3, 2025 · 7:48 AM UTC",113,19,
85,Vivek4real_,PRO #BITCOIN PRESIDENTIAL CANDIDATE NAWROCKI JUST WON THE POLISH ELECTION. HERE WE GO!!!,6,338,102,446,"Jun 2, 2025 · 8:09 AM UTC",88,13,
86,CNEWS,"«Félicitations à la Pologne, vous avez choisi un gagnant !» : Donald Trump salue la victoire du nationaliste Karol Nawrocki à la présidence du pays cnews.fr/monde/2025-06-03/fe…",4,61,7,72,"Jun 3, 2025 · 7:16 AM UTC",177,26,
87,FremdenlegionPL,PKN - Prezydent Karol Nawrocki Dawno nie czułem takiej ulgi. Tusk i jego świta milczą. Ta cisza aż wyje 🫠 #WyboryPrezydenckie2025,0,115,18,133,"Jun 2, 2025 · 6:52 AM UTC",129,21,
88,Load newest,Brak treści,0,0,0,0,,11,2,
