id,username,fullname,text,likes,retweets,replies,quotes,date,word_count,text_length,link
13,Gameover1920,Mateusz,"Karol Nawrocki- Prezydent. Zbigniew Bogucki- Szef Kancelarii Prezydenta. Paweł Szefernaker- Szef Gabinetu Prezydenta. Sławomir Cenckiewicz- Szef Biura Bezpieczeństwa Narodowego. Ekipa, która obali rząd Donalda Tuska! 👇",235,86,15,1,"Jul 21, 2025 · 4:47 PM UTC",26,218,https://nitter.net/Gameover1920/status/1947337728992973002#m
14,BrajanZCzikago,Brajan,A Nawrocki po złości nie da zgody 🤭,0,0,0,0,"Jul 21, 2025 · 7:01 PM UTC",8,35,https://nitter.net/BrajanZCzikago/status/1947371306867167321#m
15,2025_EwaPolka,🇵🇱Polka🇵🇱,Gratuluję Panie Pośle @BoguckiZbigniew ✌️🌹🇵🇱♥️🌹 Pan Prezydent dr Karol Nawrocki @NawrockiKn dokonał wspaniałego wyboru. Dziękujemy 👍👊 #Prezydent2025,2,1,0,0,"Jul 21, 2025 · 6:57 PM UTC",17,148,https://nitter.net/2025_EwaPolka/status/1947370270030741636#m
16,RadioMaryja,Radio Maryja,W Telewizji Trwam prezydent elekt Karol Nawrocki ogłosił nazwisko szefa swojej kancelarii Więcej na radiomaryja.pl #TvTrwam #RadioMaryja #KarolNawrocki #prezydentelekt,11,1,0,0,"Jul 21, 2025 · 6:47 PM UTC",19,167,https://nitter.net/RadioMaryja/status/1947367959745171505#m
17,OKP_oficjalny,PopieramyKarolaNawrockiego🇵🇱,"🎥 📢✌️""Mamy zakodowane w sercu trzy słowa: Bóg, honor, Ojczyzna. To jest nasza siła. I to jest to też jego siła. Karol Nawrocki wierzy w to, że razem z milionami Polaków uczyni Polskę wielką i wspaniałą, która będzie wzorem dla innych narodów. Zaprzysiężenie będzie dniem niezwykłej demonstracji przywiązania do Ojczyzny. Ten Prezydent jest wielką nadzieją na przemianę rzeczywistości, której nie akceptujemy. Że będzie miłość, a nie nienawiść. Tego życzę Panu Prezydentowi z całego serca"" - Halina Łabonarska z Obywatelskiego Komitetu Poparcia zachęca do udziału w uroczystościach 6 sierpnia w Warszawie. 🇵🇱🇵🇱🇵🇱",217,84,8,4,"Jul 21, 2025 · 5:48 PM UTC",91,611,https://nitter.net/OKP_oficjalny/status/1947353002353799178#m
18,Jakub0878061595,Jakub,"Bo wyliczyli,że Nawrocki wygrał 🤣",0,0,0,0,"Jul 21, 2025 · 7:00 PM UTC",5,33,https://nitter.net/Jakub0878061595/status/1947371071411564932#m
19,dyzma_endrju,Dyzma Endrju,"Nawrocki chciał napadać na niewinnych ludzi, gdyby nie doszło do ustawki kiboli.",9,2,0,0,"Jul 21, 2025 · 1:45 PM UTC",12,80,https://nitter.net/dyzma_endrju/status/1947291763493789817#m
20,gfkot,Grzegorz Kot,Nawrocki go wybrał do kancelarii. Pasuje?,290,34,73,3,"Jul 21, 2025 · 5:47 PM UTC",6,41,https://nitter.net/gfkot/status/1947352755930337463#m
21,AnonymusCivis,Anonymus Civis,"Nawrocki nigdy nie był ani obywatelski, ani bezpartyjny. W te teksty nie wierzył nawet Jarosław Kaczyński. Problem dla PiS-u jest to że Nawrocki bardzo szybko w trakcie kampanii brunatnieć. Do tego stopnia iż trudno się zorientować do kogo mu bliżej? Do PiS-u czy do Konfederacji?",0,0,0,0,"Jul 21, 2025 · 6:59 PM UTC",45,280,https://nitter.net/AnonymusCivis/status/1947370963558973666#m
22,EwaZamojska,Ewa,"Mularczyk:""Nawrocki jest problemem dla Niemców"". Drogi panie, Nawrocki jest przede wszystkim problemem dla Polaków.",3037,394,106,7,"Jul 21, 2025 · 5:49 AM UTC",14,115,https://nitter.net/EwaZamojska/status/1947172087161901231#m
23,HubnerrMax,Max Hübner,Prezydent elekt Karol Nawrocki potwierdził. Szefem jego Kancelarii zostanie Zbigniew Bogucki. Zastępcą Szefa Kancelarii natomiast Adam Andruszkiewicz. Let's go!,561,110,40,2,"Jul 21, 2025 · 4:41 PM UTC",19,160,https://nitter.net/HubnerrMax/status/1947336051405570306#m
24,HubnerrMax,Max Hübner,"Prezydent elekt Karol Nawrocki poinformował, że za sprawy Polonii w jego Kancelarii odpowiadać będzie Agnieszka Jędrzak - dotychczasowa Dyrektor Biura Współpracy Międzynarodowej IPN. Cieszy jak cholera - wykonała tytaniczną pracę na rzecz pamięci o Polsce na świecie. Cudownie.",854,240,10,1,"Jul 21, 2025 · 4:52 PM UTC",38,277,https://nitter.net/HubnerrMax/status/1947339011900534798#m
25,SirRaVei,R.V. 🇵🇱 Nawrocki 2025!,"Karol Nawrocki, Robert Bąkiewicz i wielu, wielu innych patriotów, są przeogromną szansą nie tylko dla Polski, ale i dla całej Europy. Wiele dużych anglojęzycznych podcastów już otwarcie o tym mówi. ROG staje się symbolem walki o zachowanie kultury, tożsamości i bezpieczeństwa.",29,18,1,1,"Jul 21, 2025 · 6:00 PM UTC",41,277,https://nitter.net/SirRaVei/status/1947355949896745310#m
26,gfkot,Grzegorz Kot,Nawrocki go wybrał do kancelarii. Pasuje?,290,34,73,3,"Jul 21, 2025 · 5:47 PM UTC",6,41,https://nitter.net/gfkot/status/1947352755930337463#m
27,Nawrocki25,#Nawrocki2025,"🇵🇱 ""Karol Nawrocki jest nadzieją na lepsze jutro!"" Piękne słowa poparcia młodych Polaków dla naszego kandydata. Posłuchajcie 👇 #Nawrocki2025",2964,953,305,35,"Dec 20, 2024 · 7:54 AM UTC",19,140,https://nitter.net/Nawrocki25/status/1870014935931203924#m
28,RadioMaryja,Radio Maryja,"Prezydent elekt @NawrockiKn w @TV_Trwam : Dobro Polski wymaga współpracy prezydenta z premierem. Wszystkie projekty i ustawy, które będą dobre dla Polaków, będą spotykać się z moją akceptacją niezależnie od tego, jak krytycznie oceniam @donaldtusk radiomaryja.pl/informacje/pr…",34,18,0,0,"Jul 21, 2025 · 5:52 PM UTC",36,277,https://nitter.net/RadioMaryja/status/1947353945577255405#m
29,Calineczka505,Elena Polexit #Wieprz niegodzien pereł🐸,Taka strata..... Nawrocki się już nie podniesie,18,8,0,0,"Jul 21, 2025 · 4:25 PM UTC",7,47,https://nitter.net/Calineczka505/status/1947332213118206013#m
30,Gameover1920,Mateusz,"Karol Nawrocki- Prezydent. Zbigniew Bogucki- Szef Kancelarii Prezydenta. Paweł Szefernaker- Szef Gabinetu Prezydenta. Sławomir Cenckiewicz- Szef Biura Bezpieczeństwa Narodowego. Ekipa, która obali rząd Donalda Tuska! 👇",235,86,15,1,"Jul 21, 2025 · 4:47 PM UTC",26,218,https://nitter.net/Gameover1920/status/1947337728992973002#m
31,DawidWildstein,Dawid Wildstein,"Znów mnie nie było niecałą dobę, wracam i okazuje się, że jakaś banda psycholi uznała, że wyleje pornograficzny hejt na dziewczynkę, którą wziął na barana Nawrocki. I kto to zrobił? Oczywiście jakieś Uśmiechnięte Bydło z okolic Giertycha. Mam tylko jedno pytanie. Dlaczego w 99 procentach każdy, kto ma w nazwie Europejską flagę, znaczek PO i słowa ""Silni Razem"" okazuje się skrajnie durnym, niebywale agresywnym i sfrustrowanym seksualnie degeneratem, który najbardziej kocha atakować dzieci? Jak udało się Giertychowi i Tuskowi ich wyhodować? Przecież to przeczy wszelkim prawom statystyki. Nawet wśród takiej zgrai chamstwa powinno być kilku normalnych- a nie ma...",974,304,24,2,"Jul 21, 2025 · 8:44 AM UTC",99,668,https://nitter.net/DawidWildstein/status/1947216165341667681#m
32,HubnerrMax,Max Hübner,"Prezydent elekt Karol Nawrocki poinformował, że za sprawy Polonii w jego Kancelarii odpowiadać będzie Agnieszka Jędrzak - dotychczasowa Dyrektor Biura Współpracy Międzynarodowej IPN. Cieszy jak cholera - wykonała tytaniczną pracę na rzecz pamięci o Polsce na świecie. Cudownie.",855,240,10,1,"Jul 21, 2025 · 4:52 PM UTC",38,277,https://nitter.net/HubnerrMax/status/1947339011900534798#m
33,OKP_oficjalny,PopieramyKarolaNawrockiego🇵🇱,"🎥 📢✌️""Mamy zakodowane w sercu trzy słowa: Bóg, honor, Ojczyzna. To jest nasza siła. I to jest to też jego siła. Karol Nawrocki wierzy w to, że razem z milionami Polaków uczyni Polskę wielką i wspaniałą, która będzie wzorem dla innych narodów. Zaprzysiężenie będzie dniem niezwykłej demonstracji przywiązania do Ojczyzny. Ten Prezydent jest wielką nadzieją na przemianę rzeczywistości, której nie akceptujemy. Że będzie miłość, a nie nienawiść. Tego życzę Panu Prezydentowi z całego serca"" - Halina Łabonarska z Obywatelskiego Komitetu Poparcia zachęca do udziału w uroczystościach 6 sierpnia w Warszawie. 🇵🇱🇵🇱🇵🇱",217,84,8,4,"Jul 21, 2025 · 5:48 PM UTC",91,611,https://nitter.net/OKP_oficjalny/status/1947353002353799178#m
34,PolakzPol,Polak z Polski #Nawrocki2025,Nawrocki Prezydent WSZYSTKICH Polaków @NawrockiKn ✌️🇵🇱,523,203,13,2,"Nov 27, 2024 · 11:12 AM UTC",6,54,https://nitter.net/PolakzPol/status/1861729919585153182#m
35,Bajkonuur,Choinkowski 🚩🌱🇪🇺,Gdyby trwały prace nad tym zakazem i wcielano go w życie to Nawrocki by nie wygrał.,0,0,0,0,"Jul 21, 2025 · 7:03 PM UTC",16,83,https://nitter.net/Bajkonuur/status/1947371870375797139#m
36,HubnerrMax,Max Hübner,Prezydent elekt Karol Nawrocki potwierdził. Szefem jego Kancelarii zostanie Zbigniew Bogucki. Zastępcą Szefa Kancelarii natomiast Adam Andruszkiewicz. Let's go!,561,110,40,2,"Jul 21, 2025 · 4:41 PM UTC",19,160,https://nitter.net/HubnerrMax/status/1947336051405570306#m
37,EwaZamojska,Ewa,"Mularczyk:""Nawrocki jest problemem dla Niemców"". Drogi panie, Nawrocki jest przede wszystkim problemem dla Polaków.",3037,394,106,7,"Jul 21, 2025 · 5:49 AM UTC",14,115,https://nitter.net/EwaZamojska/status/1947172087161901231#m
